stim_idx,stimulus_num,stimulus_name,valence_score,arousal_score,v_quartile,a_quartile,a_label
1046,1047,stimulus_1047,7.6667,6.4444,3,3,1
1047,1048,stimulus_1048,8.1111,6.5556,3,3,1
1048,1049,stimulus_1049,6.5556,5.0,2,0,0
1050,1051,stimulus_1051,6.8889,7.1111,3,3,1
1053,1054,stimulus_1054,6.2222,6.8889,2,3,1
1055,1056,stimulus_1056,7.1111,6.6667,3,3,1
1063,1064,stimulus_1064,4.8889,4.3333,1,0,0
1064,1065,stimulus_1065,4.3333,6.5556,1,3,1
1068,1069,stimulus_1069,6.2222,6.4444,2,3,1
1069,1070,stimulus_1070,4.6667,5.1111,1,0,0
1070,1071,stimulus_1071,8.7778,4.8889,3,0,0
1071,1072,stimulus_1072,4.6667,6.7778,1,3,1
1072,1073,stimulus_1073,4.3333,7.1111,1,3,1
1074,1075,stimulus_1075,5.5556,4.7778,1,0,0
1075,1076,stimulus_1076,4.5556,7.4444,1,3,1
1077,1078,stimulus_1078,5.7778,5.1111,2,0,0
1078,1079,stimulus_1079,1.8889,6.5556,0,3,1
1079,1080,stimulus_1080,7.8889,6.4444,3,3,1
1080,1081,stimulus_1081,5.8889,4.4444,2,0,0
1081,1082,stimulus_1082,6.5556,6.4444,2,3,1
1082,1083,stimulus_1083,7.0,6.6667,3,3,1
1085,1086,stimulus_1086,8.0,7.0,3,3,1
1087,1088,stimulus_1088,5.0,5.1111,1,0,0
1089,1090,stimulus_1090,2.3333,4.2222,0,0,0
1090,1091,stimulus_1091,5.3333,6.4444,1,3,1
1093,1094,stimulus_1094,4.8889,6.6667,1,3,1
1096,1097,stimulus_1097,7.5556,6.6667,3,3,1
1098,1099,stimulus_1099,6.3333,7.1111,2,3,1
1101,1102,stimulus_1102,7.4444,6.8889,3,3,1
1105,1106,stimulus_1106,5.6667,5.1111,2,0,0
1106,1107,stimulus_1107,7.7778,7.4444,3,3,1
1107,1108,stimulus_1108,6.4444,6.6667,2,3,1
1108,1109,stimulus_1109,3.2222,6.7778,0,3,1
1109,1110,stimulus_1110,6.7778,6.6667,3,3,1
1111,1112,stimulus_1112,8.3333,7.0,3,3,1
1113,1114,stimulus_1114,2.7778,6.8889,0,3,1
1114,1115,stimulus_1115,3.0,6.8889,0,3,1
1116,1117,stimulus_1117,2.8889,3.8889,0,0,0
1117,1118,stimulus_1118,2.8889,4.8889,0,0,0
1119,1120,stimulus_1120,6.7778,6.6667,3,3,1
1120,1121,stimulus_1121,6.5556,7.5556,2,3,1
1122,1123,stimulus_1123,1.3333,4.0,0,0,0
1123,1124,stimulus_1124,7.4444,6.7778,3,3,1
1130,1131,stimulus_1131,7.2222,6.6667,3,3,1
1132,1133,stimulus_1133,7.6667,6.8889,3,3,1
1136,1137,stimulus_1137,2.3333,5.1111,0,0,0
1137,1138,stimulus_1138,5.0,5.1111,1,0,0
1140,1141,stimulus_1141,6.1111,6.7778,2,3,1
1142,1143,stimulus_1143,5.4444,6.5556,1,3,1
1143,1144,stimulus_1144,4.1111,7.2222,1,3,1
1144,1145,stimulus_1145,7.0,6.4444,3,3,1
1148,1149,stimulus_1149,3.8889,6.7778,1,3,1
1149,1150,stimulus_1150,4.4444,6.4444,1,3,1
1150,1151,stimulus_1151,7.0,6.6667,3,3,1
1151,1152,stimulus_1152,7.1111,7.3333,3,3,1
1152,1153,stimulus_1153,7.0,6.8889,3,3,1
1156,1157,stimulus_1157,7.8889,4.2222,3,0,0
1158,1159,stimulus_1159,7.7778,6.7778,3,3,1
1159,1160,stimulus_1160,2.3333,7.3333,0,3,1
1160,1161,stimulus_1161,4.6667,4.6667,1,0,0
1162,1163,stimulus_1163,7.3333,7.4444,3,3,1
1163,1164,stimulus_1164,2.5556,4.1111,0,0,0
1164,1165,stimulus_1165,2.3333,6.4444,0,3,1
1166,1167,stimulus_1167,6.5556,6.4444,2,3,1
1167,1168,stimulus_1168,7.7778,7.4444,3,3,1
1169,1170,stimulus_1170,1.4444,4.3333,0,0,0
1170,1171,stimulus_1171,5.5556,5.1111,1,0,0
1171,1172,stimulus_1172,2.8889,6.7778,0,3,1
1172,1173,stimulus_1173,7.7778,7.4444,3,3,1
1174,1175,stimulus_1175,6.7778,7.0,3,3,1
1175,1176,stimulus_1176,3.4444,4.5556,0,0,0
1176,1177,stimulus_1177,2.7778,2.0,0,0,0
1177,1178,stimulus_1178,6.2222,5.1111,2,0,0
1178,1179,stimulus_1179,7.1111,6.8889,3,3,1
1181,1182,stimulus_1182,3.5556,3.4444,0,0,0
1183,1184,stimulus_1184,1.4444,4.7778,0,0,0
1185,1186,stimulus_1186,4.4444,7.6667,1,3,1
1189,1190,stimulus_1190,2.1111,4.8889,0,0,0
1190,1191,stimulus_1191,6.7778,6.4444,3,3,1
1194,1195,stimulus_1195,5.7778,7.2222,2,3,1
1196,1197,stimulus_1197,3.7778,7.3333,1,3,1
1197,1198,stimulus_1198,6.0,7.3333,2,3,1
1200,1201,stimulus_1201,5.4444,5.1111,1,0,0
1204,1205,stimulus_1205,7.2222,6.5556,3,3,1
1207,1208,stimulus_1208,2.6667,4.6667,0,0,0
1208,1209,stimulus_1209,7.4444,4.7778,3,0,0
1210,1211,stimulus_1211,5.7778,4.8889,2,0,0
1211,1212,stimulus_1212,2.7778,6.4444,0,3,1
1212,1213,stimulus_1213,7.3333,6.5556,3,3,1
1213,1214,stimulus_1214,2.8889,7.0,0,3,1
1215,1216,stimulus_1216,7.1111,4.8889,3,0,0
1217,1218,stimulus_1218,6.3333,6.6667,2,3,1
1218,1219,stimulus_1219,3.7778,6.4444,1,3,1
1219,1220,stimulus_1220,5.0,5.0,1,0,0
1222,1223,stimulus_1223,6.0,5.1111,2,0,0
1225,1226,stimulus_1226,2.2222,6.5556,0,3,1
1226,1227,stimulus_1227,3.1111,6.5556,0,3,1
1229,1230,stimulus_1230,6.3333,4.3333,2,0,0
1230,1231,stimulus_1231,3.4444,7.4444,0,3,1
1231,1232,stimulus_1232,8.3333,4.7778,3,0,0
1233,1234,stimulus_1234,3.6667,7.4444,1,3,1
1234,1235,stimulus_1235,3.0,7.4444,0,3,1
1236,1237,stimulus_1237,2.6667,7.3333,0,3,1
1238,1239,stimulus_1239,5.6667,6.4444,2,3,1
1240,1241,stimulus_1241,6.2222,7.1111,2,3,1
1241,1242,stimulus_1242,7.2222,6.4444,3,3,1
1242,1243,stimulus_1243,7.0,7.0,3,3,1
1243,1244,stimulus_1244,4.7778,6.8889,1,3,1
1244,1245,stimulus_1245,7.6667,6.5556,3,3,1
1245,1246,stimulus_1246,8.1111,6.4444,3,3,1
1246,1247,stimulus_1247,6.6667,7.0,2,3,1
1247,1248,stimulus_1248,8.1111,7.8889,3,3,1
1251,1252,stimulus_1252,6.7778,7.1111,3,3,1
1252,1253,stimulus_1253,7.0,6.8889,3,3,1
1253,1254,stimulus_1254,4.0,4.0,1,0,0
1255,1256,stimulus_1256,5.7778,4.7778,2,0,0
1256,1257,stimulus_1257,6.4444,6.6667,2,3,1
1257,1258,stimulus_1258,4.1111,6.6667,1,3,1
1259,1260,stimulus_1260,2.6667,6.7778,0,3,1
1261,1262,stimulus_1262,4.2222,3.7778,1,0,0
1268,1269,stimulus_1269,7.8889,6.4444,3,3,1
1270,1271,stimulus_1271,1.1111,7.2222,0,3,1
1274,1275,stimulus_1275,1.7778,3.7778,0,0,0
1275,1276,stimulus_1276,2.0,6.5556,0,3,1
1280,1281,stimulus_1281,5.1111,6.6667,1,3,1
1284,1285,stimulus_1285,6.6667,7.0,2,3,1
1289,1290,stimulus_1290,8.0,7.2222,3,3,1
1295,1296,stimulus_1296,6.6667,6.6667,2,3,1
1297,1298,stimulus_1298,2.0,4.8889,0,0,0
1299,1300,stimulus_1300,8.0,4.5556,3,0,0
1301,1302,stimulus_1302,3.2222,2.8889,0,0,0
1302,1303,stimulus_1303,1.7778,4.2222,0,0,0
1303,1304,stimulus_1304,3.5556,4.8889,0,0,0
1304,1305,stimulus_1305,4.5556,4.5556,1,0,0
1305,1306,stimulus_1306,5.1111,4.8889,1,0,0
1307,1308,stimulus_1308,6.7778,6.4444,3,3,1
1308,1309,stimulus_1309,2.0,3.5556,0,0,0
1310,1311,stimulus_1311,7.7778,6.4444,3,3,1
1312,1313,stimulus_1313,2.6667,6.8889,0,3,1
1313,1314,stimulus_1314,5.5556,6.6667,1,3,1
1315,1316,stimulus_1316,6.5556,7.0,2,3,1
1317,1318,stimulus_1318,2.7778,7.0,0,3,1
1321,1322,stimulus_1322,5.3333,7.2222,1,3,1
1322,1323,stimulus_1323,2.0,6.7778,0,3,1
1323,1324,stimulus_1324,6.2222,6.8889,2,3,1
1324,1325,stimulus_1325,6.6667,6.8889,2,3,1
1325,1326,stimulus_1326,7.0,7.3333,3,3,1
1333,1334,stimulus_1334,5.4444,4.7778,1,0,0
1334,1335,stimulus_1335,4.5556,5.0,1,0,0
1336,1337,stimulus_1337,7.6667,6.7778,3,3,1
1343,1344,stimulus_1344,6.6667,5.0,2,0,0
1344,1345,stimulus_1345,6.1111,7.2222,2,3,1
1348,1349,stimulus_1349,7.6667,6.6667,3,3,1
1349,1350,stimulus_1350,3.3333,4.4444,0,0,0
1350,1351,stimulus_1351,2.7778,3.7778,0,0,0
1351,1352,stimulus_1352,6.4444,7.0,2,3,1
1354,1355,stimulus_1355,2.5556,2.7778,0,0,0
1356,1357,stimulus_1357,6.8889,5.0,3,0,0
1358,1359,stimulus_1359,4.3333,4.6667,1,0,0
1359,1360,stimulus_1360,7.4444,4.5556,3,0,0
1360,1361,stimulus_1361,3.3333,6.6667,0,3,1
1361,1362,stimulus_1362,1.7778,6.8889,0,3,1
1363,1364,stimulus_1364,4.5556,7.2222,1,3,1
1364,1365,stimulus_1365,6.8889,7.0,3,3,1
1365,1366,stimulus_1366,5.7778,3.6667,2,0,0
1367,1368,stimulus_1368,7.2222,4.5556,3,0,0
1368,1369,stimulus_1369,6.6667,4.3333,2,0,0
1369,1370,stimulus_1370,7.7778,7.0,3,3,1
1370,1371,stimulus_1371,6.3333,5.0,2,0,0
1371,1372,stimulus_1372,6.7778,3.2222,3,0,0
1372,1373,stimulus_1373,2.1111,7.0,0,3,1
1373,1374,stimulus_1374,4.2222,6.5556,1,3,1
1374,1375,stimulus_1375,2.4444,7.5556,0,3,1
1375,1376,stimulus_1376,5.2222,6.5556,1,3,1
1376,1377,stimulus_1377,7.5556,7.6667,3,3,1
1377,1378,stimulus_1378,7.8889,5.0,3,0,0
1378,1379,stimulus_1379,7.7778,4.7778,3,0,0
1384,1385,stimulus_1385,6.2222,7.2222,2,3,1
1386,1387,stimulus_1387,7.0,6.6667,3,3,1
1393,1394,stimulus_1394,7.2222,7.5556,3,3,1
1395,1396,stimulus_1396,6.3333,5.0,2,0,0
1396,1397,stimulus_1397,4.5556,4.8889,1,0,0
1398,1399,stimulus_1399,6.7778,6.7778,3,3,1
1399,1400,stimulus_1400,6.0,6.6667,2,3,1
1402,1403,stimulus_1403,3.4444,4.4444,0,0,0
1403,1404,stimulus_1404,4.4444,3.7778,1,0,0
1405,1406,stimulus_1406,1.3333,6.5556,0,3,1
1406,1407,stimulus_1407,7.3333,4.6667,3,0,0
1407,1408,stimulus_1408,7.5556,5.1111,3,0,0
1408,1409,stimulus_1409,7.2222,5.1111,3,0,0
1409,1410,stimulus_1410,7.5556,6.4444,3,3,1
1416,1417,stimulus_1417,8.0,5.0,3,0,0
1417,1418,stimulus_1418,8.2222,4.5556,3,0,0
1419,1420,stimulus_1420,5.3333,5.1111,1,0,0
1421,1422,stimulus_1422,3.2222,6.6667,0,3,1
1422,1423,stimulus_1423,1.1111,5.0,0,0,0
1424,1425,stimulus_1425,2.8889,3.7778,0,0,0
1425,1426,stimulus_1426,6.5556,6.4444,2,3,1
1426,1427,stimulus_1427,7.3333,4.6667,3,0,0
1429,1430,stimulus_1430,5.8889,7.0,2,3,1
1430,1431,stimulus_1431,6.1111,6.8889,2,3,1
1431,1432,stimulus_1432,6.6667,6.6667,2,3,1
1435,1436,stimulus_1436,7.0,6.5556,3,3,1
1437,1438,stimulus_1438,5.5556,6.4444,1,3,1
1438,1439,stimulus_1439,7.7778,7.3333,3,3,1
1439,1440,stimulus_1440,5.0,6.4444,1,3,1
1441,1442,stimulus_1442,1.8889,6.6667,0,3,1
1443,1444,stimulus_1444,7.6667,5.1111,3,0,0
1444,1445,stimulus_1445,6.7778,6.6667,3,3,1
1446,1447,stimulus_1447,6.7778,6.7778,3,3,1
1453,1454,stimulus_1454,5.2222,6.5556,1,3,1
1456,1457,stimulus_1457,3.2222,5.0,0,0,0
1460,1461,stimulus_1461,4.6667,6.5556,1,3,1
1462,1463,stimulus_1463,7.1111,6.4444,3,3,1
1465,1466,stimulus_1466,3.1111,4.7778,0,0,0
1466,1467,stimulus_1467,4.7778,3.8889,1,0,0
1467,1468,stimulus_1468,5.5556,4.5556,1,0,0
1469,1470,stimulus_1470,4.7778,4.1111,1,0,0
1470,1471,stimulus_1471,2.1111,4.8889,0,0,0
1472,1473,stimulus_1473,3.0,5.0,0,0,0
1473,1474,stimulus_1474,5.2222,5.1111,1,0,0
1474,1475,stimulus_1475,1.6667,4.6667,0,0,0
1476,1477,stimulus_1477,6.1111,6.5556,2,3,1
1478,1479,stimulus_1479,5.1111,4.8889,1,0,0
1481,1482,stimulus_1482,6.4444,7.3333,2,3,1
1482,1483,stimulus_1483,7.1111,5.1111,3,0,0
1483,1484,stimulus_1484,4.6667,5.1111,1,0,0
1486,1487,stimulus_1487,2.0,6.7778,0,3,1
1487,1488,stimulus_1488,6.7778,4.4444,3,0,0
1488,1489,stimulus_1489,7.7778,4.6667,3,0,0
1489,1490,stimulus_1490,6.1111,7.1111,2,3,1
1491,1492,stimulus_1492,3.4444,6.8889,0,3,1
1492,1493,stimulus_1493,6.7778,4.7778,3,0,0
1493,1494,stimulus_1494,7.2222,4.7778,3,0,0
1494,1495,stimulus_1495,7.3333,6.4444,3,3,1
1495,1496,stimulus_1496,6.0,7.7778,2,3,1
1500,1501,stimulus_1501,8.1111,7.3333,3,3,1
1501,1502,stimulus_1502,7.2222,7.1111,3,3,1
1502,1503,stimulus_1503,8.0,6.8889,3,3,1
1503,1504,stimulus_1504,5.8889,4.6667,2,0,0
1505,1506,stimulus_1506,6.6667,4.5556,2,0,0
1506,1507,stimulus_1507,3.2222,4.7778,0,0,0
1507,1508,stimulus_1508,7.2222,4.7778,3,0,0
1510,1511,stimulus_1511,2.4444,6.8889,0,3,1
1514,1515,stimulus_1515,6.1111,6.8889,2,3,1
1515,1516,stimulus_1516,7.0,6.5556,3,3,1
1516,1517,stimulus_1517,4.5556,6.8889,1,3,1
1518,1519,stimulus_1519,2.5556,4.7778,0,0,0
1524,1525,stimulus_1525,5.8889,5.1111,2,0,0
1526,1527,stimulus_1527,6.2222,7.3333,2,3,1
1527,1528,stimulus_1528,4.7778,5.0,1,0,0
1531,1532,stimulus_1532,2.5556,3.3333,0,0,0
1534,1535,stimulus_1535,6.3333,6.5556,2,3,1
1535,1536,stimulus_1536,6.3333,7.0,2,3,1
1536,1537,stimulus_1537,6.3333,7.2222,2,3,1
1537,1538,stimulus_1538,6.4444,6.4444,2,3,1
1538,1539,stimulus_1539,7.6667,7.6667,3,3,1
1540,1541,stimulus_1541,1.4444,4.5556,0,0,0
1542,1543,stimulus_1543,4.8889,6.6667,1,3,1
1545,1546,stimulus_1546,6.0,6.7778,2,3,1
1550,1551,stimulus_1551,6.5556,7.0,2,3,1
1551,1552,stimulus_1552,4.3333,6.4444,1,3,1
1552,1553,stimulus_1553,5.3333,6.6667,1,3,1
1553,1554,stimulus_1554,5.5556,6.5556,1,3,1
1554,1555,stimulus_1555,6.5556,4.8889,2,0,0
1556,1557,stimulus_1557,6.4444,7.1111,2,3,1
1559,1560,stimulus_1560,5.7778,7.0,2,3,1
1560,1561,stimulus_1561,4.0,4.6667,1,0,0
1561,1562,stimulus_1562,1.0,6.4444,0,3,1
1563,1564,stimulus_1564,7.3333,6.5556,3,3,1
1564,1565,stimulus_1565,2.6667,4.1111,0,0,0
1567,1568,stimulus_1568,6.8889,6.4444,3,3,1
1568,1569,stimulus_1569,8.5556,6.6667,3,3,1
1569,1570,stimulus_1570,6.7778,7.4444,3,3,1
1570,1571,stimulus_1571,6.8889,6.8889,3,3,1
1572,1573,stimulus_1573,6.3333,6.5556,2,3,1
1573,1574,stimulus_1574,5.1111,4.7778,1,0,0
1574,1575,stimulus_1575,4.4444,6.4444,1,3,1
1575,1576,stimulus_1576,3.3333,7.1111,0,3,1
1576,1577,stimulus_1577,5.8889,7.2222,2,3,1
1581,1582,stimulus_1582,6.7778,7.0,3,3,1
1582,1583,stimulus_1583,6.6667,7.3333,2,3,1
1583,1584,stimulus_1584,7.7778,7.3333,3,3,1
1589,1590,stimulus_1590,2.3333,6.5556,0,3,1
1590,1591,stimulus_1591,2.1111,3.3333,0,0,0
1591,1592,stimulus_1592,7.3333,5.1111,3,0,0
1593,1594,stimulus_1594,7.2222,6.4444,3,3,1
1594,1595,stimulus_1595,4.3333,6.4444,1,3,1
1596,1597,stimulus_1597,6.4444,4.7778,2,0,0
1597,1598,stimulus_1598,1.7778,7.0,0,3,1
1598,1599,stimulus_1599,3.6667,6.7778,1,3,1
1603,1604,stimulus_1604,5.7778,4.6667,2,0,0
1607,1608,stimulus_1608,8.0,6.5556,3,3,1
1609,1610,stimulus_1610,6.5556,6.4444,2,3,1
1610,1611,stimulus_1611,3.5556,5.0,0,0,0
1613,1614,stimulus_1614,5.0,3.8889,1,0,0
1617,1618,stimulus_1618,4.6667,4.6667,1,0,0
1619,1620,stimulus_1620,6.7778,4.6667,3,0,0
1620,1621,stimulus_1621,4.6667,4.2222,1,0,0
1622,1623,stimulus_1623,3.7778,4.8889,1,0,0
1629,1630,stimulus_1630,1.8889,5.0,0,0,0
1632,1633,stimulus_1633,6.3333,6.7778,2,3,1
1636,1637,stimulus_1637,6.7778,7.7778,3,3,1
1639,1640,stimulus_1640,7.3333,6.6667,3,3,1
1640,1641,stimulus_1641,5.6667,6.6667,2,3,1
1641,1642,stimulus_1642,5.4444,6.7778,1,3,1
1642,1643,stimulus_1643,7.0,7.3333,3,3,1
1643,1644,stimulus_1644,4.5556,6.7778,1,3,1
1644,1645,stimulus_1645,6.5556,7.2222,2,3,1
1645,1646,stimulus_1646,4.8889,4.2222,1,0,0
1646,1647,stimulus_1647,6.3333,4.3333,2,0,0
1648,1649,stimulus_1649,5.2222,6.7778,1,3,1
1649,1650,stimulus_1650,2.2222,7.3333,0,3,1
1650,1651,stimulus_1651,6.8889,4.3333,3,0,0
1651,1652,stimulus_1652,3.6667,6.8889,1,3,1
1664,1665,stimulus_1665,4.7778,4.7778,1,0,0
1667,1668,stimulus_1668,5.8889,7.6667,2,3,1
1668,1669,stimulus_1669,5.0,6.6667,1,3,1
1670,1671,stimulus_1671,6.8889,6.7778,3,3,1
1671,1672,stimulus_1672,5.2222,4.7778,1,0,0
1673,1674,stimulus_1674,5.4444,4.4444,1,0,0
1674,1675,stimulus_1675,2.7778,3.8889,0,0,0
1675,1676,stimulus_1676,6.6667,6.4444,2,3,1
1676,1677,stimulus_1677,8.1111,6.5556,3,3,1
1677,1678,stimulus_1678,7.7778,6.4444,3,3,1
1678,1679,stimulus_1679,3.8889,7.0,1,3,1
1680,1681,stimulus_1681,6.0,4.7778,2,0,0
1682,1683,stimulus_1683,6.1111,4.4444,2,0,0
1687,1688,stimulus_1688,5.2222,7.3333,1,3,1
1690,1691,stimulus_1691,2.3333,4.7778,0,0,0
1691,1692,stimulus_1692,6.2222,4.6667,2,0,0
1692,1693,stimulus_1693,6.8889,6.6667,3,3,1
1693,1694,stimulus_1694,5.6667,6.8889,2,3,1
1696,1697,stimulus_1697,7.0,6.6667,3,3,1
1699,1700,stimulus_1700,4.7778,5.0,1,0,0
1701,1702,stimulus_1702,6.0,6.7778,2,3,1
1703,1704,stimulus_1704,4.8889,4.0,1,0,0
1704,1705,stimulus_1705,1.8889,5.1111,0,0,0
1706,1707,stimulus_1707,6.3333,8.1111,2,3,1
1709,1710,stimulus_1710,6.4444,6.8889,2,3,1
1711,1712,stimulus_1712,8.1111,6.4444,3,3,1
1712,1713,stimulus_1713,4.6667,4.6667,1,0,0
1713,1714,stimulus_1714,7.1111,7.1111,3,3,1
1715,1716,stimulus_1716,8.5556,5.1111,3,0,0
1716,1717,stimulus_1717,7.6667,7.5556,3,3,1
1717,1718,stimulus_1718,7.0,7.6667,3,3,1
1718,1719,stimulus_1719,4.7778,4.0,1,0,0
1719,1720,stimulus_1720,4.7778,6.6667,1,3,1
1720,1721,stimulus_1721,7.4444,6.6667,3,3,1
1723,1724,stimulus_1724,4.8889,4.5556,1,0,0
1725,1726,stimulus_1726,2.3333,6.4444,0,3,1
1727,1728,stimulus_1728,5.4444,7.1111,1,3,1
1728,1729,stimulus_1729,5.3333,3.7778,1,0,0
1730,1731,stimulus_1731,4.2222,4.8889,1,0,0
1731,1732,stimulus_1732,3.4444,6.6667,0,3,1
1733,1734,stimulus_1734,4.2222,6.7778,1,3,1
1736,1737,stimulus_1737,4.8889,6.7778,1,3,1
1741,1742,stimulus_1742,4.0,6.8889,1,3,1
1742,1743,stimulus_1743,6.2222,6.4444,2,3,1
1747,1748,stimulus_1748,6.5556,4.4444,2,0,0
1752,1753,stimulus_1753,6.8889,7.3333,3,3,1
1753,1754,stimulus_1754,7.7778,7.3333,3,3,1
1755,1756,stimulus_1756,7.6667,6.4444,3,3,1
1756,1757,stimulus_1757,3.7778,6.4444,1,3,1
1757,1758,stimulus_1758,7.1111,7.1111,3,3,1
1758,1759,stimulus_1759,3.7778,6.4444,1,3,1
1759,1760,stimulus_1760,5.8889,4.1111,2,0,0
1761,1762,stimulus_1762,5.7778,6.5556,2,3,1
1762,1763,stimulus_1763,6.5556,7.0,2,3,1
1763,1764,stimulus_1764,6.0,7.0,2,3,1
1765,1766,stimulus_1766,3.8889,4.1111,1,0,0
1767,1768,stimulus_1768,3.2222,5.0,0,0,0
1768,1769,stimulus_1769,6.7778,6.7778,3,3,1
1769,1770,stimulus_1770,4.6667,4.6667,1,0,0
1770,1771,stimulus_1771,3.1111,4.6667,0,0,0
1772,1773,stimulus_1773,7.2222,5.1111,3,0,0
1776,1777,stimulus_1777,6.8889,7.1111,3,3,1
1777,1778,stimulus_1778,7.3333,6.5556,3,3,1
1779,1780,stimulus_1780,3.8889,6.8889,1,3,1
1782,1783,stimulus_1783,7.3333,6.7778,3,3,1
1783,1784,stimulus_1784,4.6667,3.7778,1,0,0
1788,1789,stimulus_1789,7.5556,6.4444,3,3,1
1789,1790,stimulus_1790,2.5556,3.4444,0,0,0
1791,1792,stimulus_1792,2.0,4.5556,0,0,0
1792,1793,stimulus_1793,3.0,4.6667,0,0,0
1794,1795,stimulus_1795,2.8889,6.5556,0,3,1
1795,1796,stimulus_1796,5.5556,6.7778,1,3,1
1798,1799,stimulus_1799,5.2222,7.0,1,3,1
1799,1800,stimulus_1800,6.6667,6.6667,2,3,1
1803,1804,stimulus_1804,7.4444,5.1111,3,0,0
1804,1805,stimulus_1805,6.8889,6.4444,3,3,1
1805,1806,stimulus_1806,7.5556,5.1111,3,0,0
1806,1807,stimulus_1807,7.5556,7.3333,3,3,1
1807,1808,stimulus_1808,7.1111,4.8889,3,0,0
1808,1809,stimulus_1809,5.0,7.0,1,3,1
1809,1810,stimulus_1810,7.8889,5.1111,3,0,0
1814,1815,stimulus_1815,6.8889,4.7778,3,0,0
1816,1817,stimulus_1817,6.2222,4.8889,2,0,0
1818,1819,stimulus_1819,1.8889,6.5556,0,3,1
1819,1820,stimulus_1820,7.4444,4.8889,3,0,0
1821,1822,stimulus_1822,2.7778,4.2222,0,0,0
1824,1825,stimulus_1825,7.6667,3.6667,3,0,0
1825,1826,stimulus_1826,7.8889,7.6667,3,3,1
1826,1827,stimulus_1827,5.2222,7.0,1,3,1
1829,1830,stimulus_1830,2.0,6.4444,0,3,1
1830,1831,stimulus_1831,4.0,5.1111,1,0,0
1831,1832,stimulus_1832,2.6667,6.5556,0,3,1
1832,1833,stimulus_1833,7.1111,7.3333,3,3,1
1833,1834,stimulus_1834,7.1111,6.7778,3,3,1
1834,1835,stimulus_1835,6.2222,5.0,2,0,0
1835,1836,stimulus_1836,7.7778,6.6667,3,3,1
1837,1838,stimulus_1838,4.8889,6.4444,1,3,1
1838,1839,stimulus_1839,7.3333,7.2222,3,3,1
1840,1841,stimulus_1841,6.6667,4.6667,2,0,0
1845,1846,stimulus_1846,6.0,5.0,2,0,0
1847,1848,stimulus_1848,6.6667,5.1111,2,0,0
1848,1849,stimulus_1849,5.8889,6.6667,2,3,1
1849,1850,stimulus_1850,7.0,4.3333,3,0,0
1851,1852,stimulus_1852,8.3333,6.5556,3,3,1
1856,1857,stimulus_1857,5.4444,6.7778,1,3,1
1857,1858,stimulus_1858,3.4444,7.0,0,3,1
1862,1863,stimulus_1863,5.5556,6.7778,1,3,1
1864,1865,stimulus_1865,5.0,6.6667,1,3,1
1867,1868,stimulus_1868,1.5556,6.4444,0,3,1
1869,1870,stimulus_1870,1.7778,6.7778,0,3,1
1871,1872,stimulus_1872,5.7778,7.0,2,3,1
1873,1874,stimulus_1874,5.2222,4.6667,1,0,0
1874,1875,stimulus_1875,4.7778,5.1111,1,0,0
1875,1876,stimulus_1876,6.6667,4.7778,2,0,0
1877,1878,stimulus_1878,4.4444,6.8889,1,3,1
1882,1883,stimulus_1883,4.1111,4.8889,1,0,0
1884,1885,stimulus_1885,1.8889,5.0,0,0,0
1885,1886,stimulus_1886,6.5556,6.4444,2,3,1
1886,1887,stimulus_1887,3.2222,6.8889,0,3,1
1887,1888,stimulus_1888,4.4444,6.5556,1,3,1
1888,1889,stimulus_1889,7.3333,7.1111,3,3,1
1890,1891,stimulus_1891,6.8889,7.0,3,3,1
1891,1892,stimulus_1892,5.3333,7.2222,1,3,1
1892,1893,stimulus_1893,7.3333,6.5556,3,3,1
1893,1894,stimulus_1894,6.2222,7.2222,2,3,1
1894,1895,stimulus_1895,6.6667,7.1111,2,3,1
1897,1898,stimulus_1898,5.8889,4.7778,2,0,0
1898,1899,stimulus_1899,5.8889,7.2222,2,3,1
1902,1903,stimulus_1903,2.0,4.0,0,0,0
1908,1909,stimulus_1909,7.1111,7.5556,3,3,1
1911,1912,stimulus_1912,6.0,6.5556,2,3,1
1913,1914,stimulus_1914,4.1111,6.8889,1,3,1
1914,1915,stimulus_1915,5.7778,6.8889,2,3,1
1916,1917,stimulus_1917,6.2222,6.7778,2,3,1
1917,1918,stimulus_1918,7.0,7.0,3,3,1
1920,1921,stimulus_1921,5.7778,5.1111,2,0,0
1921,1922,stimulus_1922,1.2222,5.1111,0,0,0
1922,1923,stimulus_1923,2.6667,4.4444,0,0,0
1924,1925,stimulus_1925,6.4444,6.5556,2,3,1
1926,1927,stimulus_1927,3.8889,4.3333,1,0,0
1927,1928,stimulus_1928,3.1111,4.1111,0,0,0
1929,1930,stimulus_1930,5.8889,4.1111,2,0,0
1930,1931,stimulus_1931,3.4444,4.2222,0,0,0
1931,1932,stimulus_1932,6.2222,4.2222,2,0,0
1932,1933,stimulus_1933,1.2222,4.4444,0,0,0
1936,1937,stimulus_1937,7.4444,7.2222,3,3,1
1940,1941,stimulus_1941,6.5556,6.5556,2,3,1
1941,1942,stimulus_1942,8.1111,6.4444,3,3,1
1945,1946,stimulus_1946,3.7778,3.5556,1,0,0
1949,1950,stimulus_1950,5.1111,4.0,1,0,0
1950,1951,stimulus_1951,2.8889,4.8889,0,0,0
1951,1952,stimulus_1952,5.2222,3.8889,1,0,0
1953,1954,stimulus_1954,4.8889,4.8889,1,0,0
