stim_idx,stim_num_int,stimulus_num,video_path,video_exists,score_0,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,score_26,score_27,score_28,score_29,score_30,score_31,score_32,score_33,arousal_score,dominance_score,valence_score,approach_score,attention_score,certainty_score,commitment_score,control_score,effort_score,fairness_score,identity_score,obstruction_score,safety_score,upswing_score
245,246,stimulus_246,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0246.mp4,True,0.28571,0.0,0.0,0.28571,0.0,0.17857,0.10714,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.071429,0.14286,0.0,0.0,0.0,0.39286,0.0,0.0,0.0,0.0,0.0,0.0,0.10714,0.0,0.14286,0.0,0.14286,6.2222,5.5556,6.0,5.0,7.0,4.8889,5.7778,6.4444,4.0,6.2222,4.7778,4.2222,3.1111,7.1111
246,247,stimulus_247,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0247.mp4,True,0.0,0.0,0.035714,0.64286,0.0,0.0,0.14286,0.0,0.071429,0.0,0.14286,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.10714,0.0,0.0,5.7778,5.1111,6.1111,6.2222,6.0,5.8889,5.3333,6.5556,3.0,6.3333,5.6667,3.8889,5.5556,6.7778
247,248,stimulus_248,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0248.mp4,True,0.0,0.0,0.35714,0.0,0.0,0.0,0.035714,0.071429,0.0,0.071429,0.21429,0.0,0.0,0.0,0.0,0.0,0.21429,0.0,0.071429,0.0,0.0,0.0,0.46429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,6.4444,5.5556,5.8889,5.4444,6.4444,5.7778,5.3333,7.2222,3.0,5.4444,4.1111,3.2222,5.5556,5.5556
248,249,stimulus_249,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0249.mp4,True,0.0,0.0,0.0,0.071429,0.0,0.25,0.035714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17857,0.5,0.0,0.14286,0.071429,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.071429,0.071429,0.0,5.8889,4.4444,2.4444,2.2222,5.5556,4.0,5.4444,3.2222,4.2222,3.8889,4.1111,5.4444,2.1111,4.6667
249,250,stimulus_250,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0250.mp4,True,0.0,0.0,0.21429,0.35714,0.0,0.0,0.0,0.0,0.0,0.0,0.14286,0.0,0.0,0.0,0.0,0.0,0.14286,0.0,0.0,0.0,0.0,0.0,0.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.39286,0.0,0.0,5.5556,4.5556,4.5556,5.1111,5.6667,4.4444,5.0,5.8889,3.6667,5.2222,4.5556,4.3333,5.2222,5.3333
250,251,stimulus_251,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0251.mp4,True,0.071429,0.0,0.42857,0.071429,0.0,0.0,0.14286,0.0,0.0,0.071429,0.071429,0.0,0.0,0.0,0.0,0.0,0.21429,0.0,0.071429,0.0,0.0,0.0,0.5,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17857,0.0,0.0,7.0,5.3333,7.0,6.7778,6.6667,4.2222,4.4444,6.6667,4.1111,5.6667,3.8889,4.7778,6.0,6.7778
251,252,stimulus_252,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0252.mp4,True,0.0,0.0,0.0,0.14286,0.25,0.14286,0.0,0.0,0.0,0.0,0.071429,0.071429,0.0,0.071429,0.14286,0.28571,0.0,0.0,0.071429,0.071429,0.0,0.17857,0.0,0.0,0.0,0.0,0.0,0.0,0.14286,0.0,0.0,0.28571,0.071429,0.0,5.6667,4.8889,1.8889,1.7778,5.6667,4.5556,4.7778,2.1111,5.8889,2.5556,3.7778,5.6667,1.8889,2.2222
252,253,stimulus_253,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0253.mp4,True,0.071429,0.0,0.17857,0.21429,0.0,0.0,0.17857,0.0,0.0,0.0,0.071429,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.14286,0.0,0.14286,0.0,0.0,7.0,6.3333,7.2222,7.4444,7.1111,6.3333,5.4444,7.3333,2.0,7.4444,5.6667,3.0,6.4444,7.4444
253,254,stimulus_254,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0254.mp4,True,0.0,0.0,0.0,0.39286,0.0,0.071429,0.0,0.0,0.071429,0.0,0.035714,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.071429,0.14286,0.0,0.10714,0.071429,0.0,0.0,0.0,0.071429,0.0,0.14286,0.0,0.0,0.25,0.17857,0.0,5.2222,4.3333,4.7778,4.0,5.3333,3.8889,4.8889,3.5556,3.5556,4.2222,4.0,4.8889,4.1111,5.6667
254,255,stimulus_255,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0255.mp4,True,0.071429,0.28571,0.14286,0.0,0.0,0.035714,0.14286,0.0,0.21429,0.071429,0.035714,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.035714,0.0,0.071429,0.0,0.071429,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.035714,0.0,4.7778,4.3333,7.0,6.1111,5.7778,6.6667,5.8889,6.8889,2.6667,7.1111,5.4444,2.7778,6.8889,7.2222
255,256,stimulus_256,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0256.mp4,True,0.0,0.10714,0.0,0.60714,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.14286,0.0,0.0,0.0,0.071429,0.10714,0.071429,0.0,0.0,0.0,0.0,0.035714,0.0,0.0,0.0,0.0,6.8889,5.7778,7.4444,6.7778,7.0,6.3333,6.2222,7.5556,2.1111,7.1111,7.1111,2.4444,6.6667,6.8889
256,257,stimulus_257,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0257.mp4,True,0.071429,0.32143,0.0,0.5,0.0,0.071429,0.21429,0.035714,0.0,0.0,0.0,0.0,0.0,0.0,0.10714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28571,0.0,0.0,0.0,0.0,0.14286,0.0,0.0,0.071429,0.21429,0.0,5.5556,4.2222,5.7778,6.2222,4.5556,5.0,5.8889,6.5556,2.4444,6.4444,4.8889,3.7778,5.1111,5.8889
257,258,stimulus_258,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0258.mp4,True,0.0,0.32143,0.0,0.85714,0.0,0.0,0.10714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714,0.0,0.0,0.0,0.0,0.071429,0.39286,0.0,0.0,0.0,0.0,0.0,0.14286,0.0,0.17857,0.0,0.0,6.7778,5.2222,7.7778,7.5556,6.5556,6.4444,7.0,7.2222,1.8889,7.6667,5.6667,2.4444,6.4444,7.3333
258,259,stimulus_259,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0259.mp4,True,0.0,0.0,0.0,0.0,0.21429,0.14286,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.25,0.28571,0.071429,0.0,0.14286,0.32143,0.0,0.35714,0.0,0.0,0.0,0.0,0.0,0.0,0.35714,0.0,0.0,0.14286,0.071429,0.0,6.6667,4.6667,1.8889,2.3333,4.1111,3.8889,5.1111,2.3333,6.3333,2.0,4.6667,5.5556,2.5556,2.6667
259,260,stimulus_260,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0260.mp4,True,0.0,0.25,0.071429,0.57143,0.0,0.0,0.17857,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.035714,0.21429,0.0,0.0,0.0,0.0,0.0,0.035714,0.0,0.17857,0.0,0.0,6.6667,6.3333,6.8889,6.6667,5.7778,4.7778,5.6667,6.8889,2.7778,6.2222,4.3333,3.2222,5.4444,5.7778
260,261,stimulus_261,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0261.mp4,True,0.071429,0.0,0.071429,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.14286,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.32143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,6.4444,6.4444,7.0,6.8889,6.8889,6.1111,5.4444,6.8889,2.8889,6.8889,5.2222,3.8889,5.8889,7.4444
261,262,stimulus_262,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0262.mp4,True,0.0,0.0,0.0,0.071429,0.0,0.25,0.10714,0.0,0.0,0.0,0.14286,0.0,0.0,0.071429,0.0,0.071429,0.071429,0.0,0.21429,0.28571,0.0,0.21429,0.17857,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.071429,0.14286,0.0,6.6667,7.1111,4.5556,4.1111,6.5556,4.8889,4.8889,4.4444,3.2222,6.5556,5.2222,4.8889,4.0,6.5556
262,263,stimulus_263,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0263.mp4,True,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.28571,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14286,0.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,4.6667,5.2222,6.4444,7.0,5.4444,6.3333,6.0,6.8889,2.3333,6.6667,6.6667,3.5556,6.8889,6.7778
263,264,stimulus_264,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0264.mp4,True,0.39286,0.0,0.035714,0.39286,0.0,0.0,0.21429,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.071429,0.25,0.0,0.0,0.0,0.17857,0.0,0.0,0.0,0.0,0.0,0.0,0.17857,0.0,0.17857,0.0,0.32143,6.6667,5.7778,7.1111,5.8889,7.3333,4.6667,6.0,6.3333,2.1111,6.5556,5.2222,3.6667,4.1111,7.8889
264,265,stimulus_265,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0265.mp4,True,0.0,0.0,0.0,0.42857,0.0,0.0,0.071429,0.0,0.14286,0.0,0.035714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32143,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.10714,0.0,0.10714,5.7778,5.1111,6.2222,6.2222,6.2222,5.1111,5.7778,7.0,2.6667,4.7778,6.1111,4.1111,6.0,6.8889
265,266,stimulus_266,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0266.mp4,True,0.0,0.0,0.0,0.0,0.0,0.17857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.21429,0.0,0.57143,0.0,0.0,0.0,0.0,0.0,0.0,0.035714,0.0,0.0,0.0,0.0,0.0,7.4444,3.7778,1.2222,1.2222,6.3333,4.0,2.8889,1.7778,6.7778,2.0,2.0,6.5556,1.5556,2.0
266,267,stimulus_267,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0267.mp4,True,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.21429,0.14286,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.10714,0.17857,0.0,0.0,0.0,0.0,0.25,0.035714,0.0,0.0,0.42857,0.0,0.0,0.0,0.0,0.0,0.0,5.5556,5.0,6.7778,7.1111,5.8889,6.0,7.0,7.7778,1.7778,6.4444,6.3333,3.4444,6.3333,6.3333
267,268,stimulus_268,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0268.mp4,True,0.0,0.0,0.0,0.0,0.0,0.035714,0.0,0.035714,0.21429,0.0,0.035714,0.0,0.0,0.0,0.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.14286,0.0,0.0,0.28571,0.0,0.0,0.0,4.0,4.3333,2.8889,3.1111,3.7778,4.4444,4.6667,5.6667,4.8889,4.4444,3.7778,4.2222,4.1111,3.5556
268,269,stimulus_269,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0269.mp4,True,0.0,0.0,0.0,0.10714,0.071429,0.17857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14286,0.0,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.46429,0.0,0.071429,0.035714,0.0,0.10714,0.071429,0.035714,7.7778,4.6667,3.5556,2.3333,6.2222,3.8889,6.3333,2.7778,4.7778,5.3333,3.7778,4.8889,2.1111,7.8889
269,270,stimulus_270,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0270.mp4,True,0.0,0.0,0.0,0.64286,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.14286,0.0,0.0,0.071429,0.0,0.0,0.035714,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,6.7778,4.3333,5.2222,2.8889,6.0,5.0,5.1111,3.0,2.6667,3.5556,4.8889,3.4444,3.1111,3.4444
270,271,stimulus_271,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0271.mp4,True,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.91667,0.0,0.0,0.0,0.0,0.083333,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,6.4444,2.3333,1.3333,1.6667,3.3333,3.1111,3.0,4.6667,6.5556,3.1111,2.4444,5.3333,3.0,2.3333
271,272,stimulus_272,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0272.mp4,True,0.0,0.083333,0.0,0.33333,0.0,0.0,0.0,0.16667,0.0,0.0,0.41667,0.0,0.0,0.0,0.083333,0.0,0.083333,0.0,0.0,0.083333,0.0,0.16667,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,6.1111,4.7778,3.6667,2.8889,6.5556,4.3333,4.1111,4.1111,5.5556,4.3333,3.3333,3.4444,4.1111,3.6667
272,273,stimulus_273,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0273.mp4,True,0.16667,0.25,0.0,0.5,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,6.5556,4.0,7.4444,6.6667,6.5556,6.6667,7.1111,8.1111,2.3333,6.6667,7.1111,2.3333,7.5556,6.2222
273,274,stimulus_274,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0274.mp4,True,0.0,0.33333,0.0,0.083333,0.0,0.0,0.66667,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.41667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.4444,7.2222,7.5556,6.2222,5.5556,6.4444,7.3333,2.6667,5.5556,4.3333,3.3333,6.2222,6.5556
274,275,stimulus_275,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0275.mp4,True,0.083333,0.0,0.25,0.25,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333,0.0,0.0,0.0,0.25,0.083333,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.25,0.0,0.0,6.7778,5.4444,7.4444,7.3333,7.3333,5.6667,5.7778,6.4444,3.0,5.4444,6.2222,2.5556,5.3333,6.7778
275,276,stimulus_276,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0276.mp4,True,0.0,0.0,0.0,0.083333,0.0,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.083333,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.58333,0.0,0.0,0.0,0.16667,0.0,5.7778,4.0,3.2222,4.7778,6.6667,3.8889,5.3333,4.5556,4.0,2.8889,5.5556,5.4444,5.0,4.5556
276,277,stimulus_277,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0277.mp4,True,0.083333,0.16667,0.0,0.58333,0.0,0.0,0.25,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333,0.083333,0.0,0.0,0.25,0.0,0.0,0.0,0.083333,0.0,0.0,6.1111,5.4444,6.8889,6.8889,6.3333,6.2222,6.4444,6.7778,2.2222,5.6667,6.4444,4.3333,6.3333,6.4444
277,278,stimulus_278,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0278.mp4,True,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.16667,0.0,0.0,0.16667,0.083333,0.0,0.0,0.083333,0.25,0.0,0.0,0.0,0.16667,0.0,0.33333,0.083333,0.083333,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.083333,0.0,4.8889,4.7778,2.3333,1.6667,6.0,4.5556,3.5556,2.7778,4.7778,5.2222,2.8889,4.8889,2.2222,2.6667
278,279,stimulus_279,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0279.mp4,True,0.0,0.0,0.0,0.0,0.083333,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.083333,0.0,0.083333,0.0,0.0,0.0,0.58333,0.0,0.41667,0.0,0.0,0.0,0.0,0.0,0.0,0.33333,0.0,0.0,0.0,0.083333,0.0,4.7778,4.7778,2.0,2.5556,5.5556,4.4444,5.5556,1.6667,4.7778,3.1111,4.3333,5.0,1.7778,3.3333
279,280,stimulus_280,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0280.mp4,True,0.0,0.0,0.16667,0.083333,0.0,0.0,0.41667,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333,0.0,0.0,0.0,0.33333,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,7.2222,5.3333,6.5556,4.5556,6.5556,4.7778,4.3333,6.8889,1.7778,5.2222,5.0,4.1111,4.6667,6.8889
280,281,stimulus_281,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0281.mp4,True,0.0,0.16667,0.0,0.75,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.41667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,6.5556,5.3333,6.4444,5.6667,5.8889,6.1111,6.6667,5.8889,1.6667,4.1111,5.5556,2.7778,6.1111,5.3333
281,282,stimulus_282,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0282.mp4,True,0.0,0.0,0.0,0.58333,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.083333,0.16667,5.1111,5.1111,4.1111,3.7778,6.3333,5.0,4.1111,4.4444,3.3333,5.0,4.2222,3.7778,4.0,4.1111
282,283,stimulus_283,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0283.mp4,True,0.0,0.083333,0.0,0.41667,0.0,0.16667,0.16667,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.16667,0.16667,0.0,6.2222,5.0,5.5556,3.8889,6.5556,5.2222,5.1111,4.3333,2.6667,5.0,4.3333,3.5556,3.4444,3.6667
283,284,stimulus_284,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0284.mp4,True,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.083333,0.0,0.66667,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,5.6667,4.7778,5.6667,6.2222,6.0,5.0,4.5556,6.7778,2.1111,6.1111,5.0,3.4444,6.2222,6.5556
284,285,stimulus_285,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0285.mp4,True,0.0,0.0,0.0,0.16667,0.0,0.083333,0.0,0.33333,0.0,0.0,0.083333,0.083333,0.0,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.16667,0.0,0.083333,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.3333,3.8889,5.2222,5.0,5.0,5.6667,3.7778,5.0,4.7778,4.1111,5.3333,4.8889
285,286,stimulus_286,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0286.mp4,True,0.16667,0.25,0.083333,0.41667,0.0,0.0,0.66667,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.4444,6.5556,5.3333,6.0,5.7778,6.4444,6.7778,2.0,6.2222,4.1111,3.2222,6.0,6.1111
286,287,stimulus_287,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0287.mp4,True,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.16667,0.0,0.0,0.0,0.0,0.0,0.58333,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8889,5.5556,6.5556,6.0,7.3333,5.8889,5.2222,6.4444,3.8889,5.7778,4.7778,3.7778,6.4444,5.2222
287,288,stimulus_288,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0288.mp4,True,0.0,0.0,0.0,0.16667,0.16667,0.0,0.0,0.16667,0.0,0.0,0.16667,0.083333,0.0,0.16667,0.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,2.7778,4.5556,1.3333,1.3333,4.7778,4.6667,2.7778,2.8889,6.1111,3.6667,2.6667,5.1111,3.4444,2.3333
288,289,stimulus_289,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0289.mp4,True,0.083333,0.0,0.41667,0.0,0.0,0.0,0.25,0.0,0.0,0.41667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.083333,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.083333,6.8889,4.2222,7.8889,6.7778,6.6667,7.5556,5.1111,7.3333,2.5556,6.4444,5.0,3.2222,5.0,7.3333
289,290,stimulus_290,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0290.mp4,True,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.083333,0.0,0.0,0.083333,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3333,4.6667,6.1111,4.5556,5.0,5.3333,5.0,5.6667,2.3333,6.1111,4.8889,3.0,5.2222,5.6667
290,291,stimulus_291,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0291.mp4,True,0.0,0.0,0.0,0.66667,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.083333,0.0,0.0,6.6667,4.4444,7.7778,7.2222,6.6667,6.7778,5.4444,8.1111,2.2222,6.7778,6.3333,2.2222,7.0,7.1111
291,292,stimulus_292,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0292.mp4,True,0.0,0.16667,0.0,0.75,0.0,0.0,0.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.33333,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.083333,0.0,0.0,5.8889,4.6667,8.2222,7.7778,6.5556,6.4444,6.2222,7.5556,1.4444,7.3333,3.8889,1.8889,6.6667,6.7778
292,293,stimulus_293,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0293.mp4,True,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.25,0.0,0.0,0.0,0.25,0.083333,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.083333,0.0,0.33333,6.1111,5.0,7.3333,5.4444,5.1111,6.0,4.6667,6.8889,2.8889,7.2222,4.8889,2.5556,6.6667,7.5556
293,294,stimulus_294,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0294.mp4,True,0.0,0.0,0.0,0.66667,0.0,0.0,0.0,0.083333,0.16667,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0,6.2222,5.2222,5.7778,3.8889,6.2222,5.7778,3.4444,4.2222,3.2222,4.8889,4.1111,2.8889,5.0,5.2222
294,295,stimulus_295,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0295.mp4,True,0.083333,0.0,0.25,0.16667,0.0,0.0,0.083333,0.0,0.0,0.0,0.16667,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,6.7778,3.6667,7.7778,8.0,7.4444,5.1111,5.8889,8.2222,3.6667,6.2222,5.7778,3.5556,7.6667,7.8889
295,296,stimulus_296,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/0296.mp4,True,0.083333,0.0,0.0,0.83333,0.0,0.0,0.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.16667,0.083333,0.0,0.0,0.0,0.0,0.0,0.083333,0.0,0.083333,0.0,0.0,5.6667,5.4444,7.3333,6.7778,5.4444,5.5556,6.3333,8.2222,2.6667,6.3333,4.3333,4.1111,6.6667,6.5556
