stim_idx,stimulus_num,stimulus_name,valence_score,arousal_score,v_quartile,a_quartile
561,562,stimulus_562,6.0,5.5556,2,1
562,563,stimulus_563,3.5556,5.1111,0,0
563,564,stimulus_564,2.6667,4.3333,0,0
564,565,stimulus_565,1.1111,5.6667,0,1
565,566,stimulus_566,2.3333,6.1111,0,2
566,567,stimulus_567,6.1111,6.7778,2,3
567,568,stimulus_568,3.7778,6.7778,1,3
568,569,stimulus_569,5.5556,4.8889,1,0
569,570,stimulus_570,7.4444,6.7778,3,3
570,571,stimulus_571,6.8889,5.6667,3,1
571,572,stimulus_572,4.8889,6.0,1,2
572,573,stimulus_573,8.2222,5.4444,3,1
573,574,stimulus_574,8.3333,7.1111,3,3
574,575,stimulus_575,5.2222,6.0,1,2
575,576,stimulus_576,7.6667,6.7778,3,3
576,577,stimulus_577,7.4444,4.4444,3,0
577,578,stimulus_578,5.7778,5.3333,2,1
578,579,stimulus_579,7.5556,5.8889,3,2
579,580,stimulus_580,6.4444,5.4444,2,1
580,581,stimulus_581,5.7778,4.7778,2,0
581,582,stimulus_582,4.6667,5.0,1,0
582,583,stimulus_583,4.0,5.3333,1,1
583,584,stimulus_584,7.5556,4.6667,3,0
584,585,stimulus_585,4.4444,5.7778,1,1
585,586,stimulus_586,5.4444,4.8889,1,0
586,587,stimulus_587,6.2222,5.7778,2,1
587,588,stimulus_588,3.4444,5.4444,0,1
588,589,stimulus_589,4.0,6.8889,1,3
589,590,stimulus_590,7.2222,4.2222,3,0
590,591,stimulus_591,6.8889,5.4444,3,1
591,592,stimulus_592,6.3333,5.7778,2,1
592,593,stimulus_593,7.5556,6.3333,3,2
593,594,stimulus_594,5.0,5.6667,1,1
594,595,stimulus_595,1.8889,6.8889,0,3
595,596,stimulus_596,2.2222,3.4444,0,0
596,597,stimulus_597,8.6667,6.6667,3,3
597,598,stimulus_598,3.8889,7.3333,1,3
598,599,stimulus_599,4.1111,6.5556,1,3
599,600,stimulus_600,3.7778,5.1111,1,0
600,601,stimulus_601,5.5556,5.5556,1,1
601,602,stimulus_602,5.1111,5.3333,1,1
602,603,stimulus_603,3.6667,7.1111,1,3
603,604,stimulus_604,2.5556,7.0,0,3
604,605,stimulus_605,7.0,5.7778,3,1
605,606,stimulus_606,1.2222,7.0,0,3
606,607,stimulus_607,3.8889,5.7778,1,1
607,608,stimulus_608,5.5556,6.0,1,2
608,609,stimulus_609,6.7778,6.8889,3,3
609,610,stimulus_610,3.7778,4.4444,1,0
610,611,stimulus_611,3.5556,6.2222,0,2
611,612,stimulus_612,5.7778,6.5556,2,3
612,613,stimulus_613,5.8889,6.3333,2,2
613,614,stimulus_614,5.3333,6.1111,1,2
614,615,stimulus_615,2.3333,5.3333,0,1
615,616,stimulus_616,7.0,5.8889,3,2
616,617,stimulus_617,7.5556,5.3333,3,1
617,618,stimulus_618,6.7778,5.4444,3,1
618,619,stimulus_619,6.2222,6.0,2,2
619,620,stimulus_620,6.5556,5.1111,2,0
620,621,stimulus_621,5.7778,6.3333,2,2
621,622,stimulus_622,5.7778,5.1111,2,0
622,623,stimulus_623,5.0,5.4444,1,1
623,624,stimulus_624,3.7778,5.3333,1,1
624,625,stimulus_625,6.8889,5.7778,3,1
625,626,stimulus_626,6.3333,6.6667,2,3
626,627,stimulus_627,8.3333,6.8889,3,3
627,628,stimulus_628,7.2222,4.2222,3,0
628,629,stimulus_629,4.4444,5.6667,1,1
629,630,stimulus_630,7.5556,6.4444,3,3
630,631,stimulus_631,6.3333,5.5556,2,1
631,632,stimulus_632,2.7778,5.5556,0,1
632,633,stimulus_633,4.1111,5.6667,1,1
633,634,stimulus_634,1.2222,6.3333,0,2
634,635,stimulus_635,8.2222,5.3333,3,1
635,636,stimulus_636,6.4444,4.5556,2,0
636,637,stimulus_637,7.2222,5.8889,3,2
637,638,stimulus_638,7.5556,6.1111,3,2
638,639,stimulus_639,6.0,5.7778,2,1
639,640,stimulus_640,6.8889,5.6667,3,1
640,641,stimulus_641,7.2222,6.6667,3,3
641,642,stimulus_642,6.4444,7.1111,2,3
642,643,stimulus_643,1.4444,5.7778,0,1
643,644,stimulus_644,1.2222,5.1111,0,0
644,645,stimulus_645,7.6667,6.7778,3,3
645,646,stimulus_646,1.1111,6.5556,0,3
646,647,stimulus_647,1.2222,7.1111,0,3
647,648,stimulus_648,5.6667,8.0,2,3
648,649,stimulus_649,6.0,6.5556,2,3
649,650,stimulus_650,6.1111,5.3333,2,1
650,651,stimulus_651,5.6667,6.1111,2,2
651,652,stimulus_652,2.2222,4.7778,0,0
652,653,stimulus_653,6.6667,6.2222,2,2
653,654,stimulus_654,6.4444,5.5556,2,1
654,655,stimulus_655,5.6667,7.6667,2,3
655,656,stimulus_656,6.1111,6.3333,2,2
656,657,stimulus_657,6.0,5.2222,2,1
657,658,stimulus_658,4.1111,5.0,1,0
658,659,stimulus_659,5.8889,5.5556,2,1
659,660,stimulus_660,7.6667,6.3333,3,2
660,661,stimulus_661,4.4444,5.4444,1,1
661,662,stimulus_662,6.7778,6.5556,3,3
662,663,stimulus_663,6.6667,6.2222,2,2
663,664,stimulus_664,5.5556,5.4444,1,1
664,665,stimulus_665,4.5556,5.1111,1,0
665,666,stimulus_666,8.3333,6.1111,3,2
666,667,stimulus_667,1.4444,4.8889,0,0
667,668,stimulus_668,3.5556,5.1111,0,0
668,669,stimulus_669,5.7778,6.1111,2,2
669,670,stimulus_670,7.1111,5.7778,3,1
670,671,stimulus_671,6.6667,4.8889,2,0
671,672,stimulus_672,6.5556,6.3333,2,2
672,673,stimulus_673,2.6667,5.0,0,0
673,674,stimulus_674,1.5556,6.7778,0,3
674,675,stimulus_675,6.6667,6.7778,2,3
675,676,stimulus_676,7.3333,7.4444,3,3
676,677,stimulus_677,4.3333,6.3333,1,2
677,678,stimulus_678,7.2222,6.2222,3,2
678,679,stimulus_679,4.0,4.5556,1,0
679,680,stimulus_680,7.4444,5.8889,3,2
680,681,stimulus_681,2.0,5.5556,0,1
681,682,stimulus_682,7.7778,5.6667,3,1
682,683,stimulus_683,7.7778,6.1111,3,2
683,684,stimulus_684,4.8889,6.1111,1,2
684,685,stimulus_685,6.5556,5.8889,2,2
685,686,stimulus_686,5.0,6.5556,1,3
686,687,stimulus_687,4.0,5.6667,1,1
687,688,stimulus_688,7.6667,6.5556,3,3
688,689,stimulus_689,6.4444,5.4444,2,1
689,690,stimulus_690,2.7778,6.7778,0,3
690,691,stimulus_691,6.3333,4.6667,2,0
691,692,stimulus_692,3.7778,4.1111,1,0
692,693,stimulus_693,3.5556,4.0,0,0
693,694,stimulus_694,3.7778,4.7778,1,0
694,695,stimulus_695,3.8889,3.5556,1,0
695,696,stimulus_696,4.4444,4.4444,1,0
696,697,stimulus_697,4.7778,5.1111,1,0
697,698,stimulus_698,3.5556,6.7778,0,3
698,699,stimulus_699,1.3333,5.8889,0,2
699,700,stimulus_700,3.6667,5.0,1,0
700,701,stimulus_701,6.0,7.8889,2,3
701,702,stimulus_702,7.5556,5.5556,3,1
702,703,stimulus_703,4.0,4.1111,1,0
703,704,stimulus_704,5.7778,4.0,2,0
704,705,stimulus_705,6.3333,5.7778,2,1
705,706,stimulus_706,2.3333,6.5556,0,3
706,707,stimulus_707,2.7778,3.7778,0,0
707,708,stimulus_708,7.6667,5.8889,3,2
708,709,stimulus_709,6.5556,7.5556,2,3
709,710,stimulus_710,5.7778,3.2222,2,0
710,711,stimulus_711,6.5556,5.7778,2,1
711,712,stimulus_712,6.7778,6.7778,3,3
712,713,stimulus_713,1.7778,4.0,0,0
713,714,stimulus_714,6.0,5.5556,2,1
714,715,stimulus_715,7.1111,4.8889,3,0
715,716,stimulus_716,4.8889,4.7778,1,0
716,717,stimulus_717,1.6667,5.6667,0,1
717,718,stimulus_718,5.8889,3.0,2,0
718,719,stimulus_719,3.3333,7.0,0,3
719,720,stimulus_720,3.0,5.3333,0,1
720,721,stimulus_721,6.1111,6.0,2,2
721,722,stimulus_722,4.0,6.2222,1,2
722,723,stimulus_723,4.2222,5.1111,1,0
723,724,stimulus_724,2.6667,5.8889,0,2
724,725,stimulus_725,6.7778,5.7778,3,1
725,726,stimulus_726,5.3333,4.0,1,0
726,727,stimulus_727,2.0,5.6667,0,1
727,728,stimulus_728,5.6667,4.4444,2,0
728,729,stimulus_729,4.5556,4.2222,1,0
729,730,stimulus_730,2.5556,6.2222,0,2
730,731,stimulus_731,5.1111,6.1111,1,2
731,732,stimulus_732,6.2222,6.6667,2,3
732,733,stimulus_733,3.8889,5.5556,1,1
733,734,stimulus_734,5.5556,6.0,1,2
734,735,stimulus_735,5.5556,5.0,1,0
735,736,stimulus_736,2.7778,6.0,0,2
736,737,stimulus_737,5.6667,5.2222,2,1
737,738,stimulus_738,5.2222,6.1111,1,2
738,739,stimulus_739,7.4444,6.3333,3,2
739,740,stimulus_740,5.2222,4.2222,1,0
740,741,stimulus_741,5.2222,5.2222,1,1
741,742,stimulus_742,5.8889,6.1111,2,2
742,743,stimulus_743,7.1111,5.0,3,0
743,744,stimulus_744,1.7778,6.1111,0,2
744,745,stimulus_745,6.8889,7.0,3,3
745,746,stimulus_746,1.1111,5.6667,0,1
746,747,stimulus_747,4.7778,5.1111,1,0
747,748,stimulus_748,4.0,4.8889,1,0
748,749,stimulus_749,8.0,8.4444,3,3
749,750,stimulus_750,1.0,7.2222,0,3
750,751,stimulus_751,7.8889,5.4444,3,1
751,752,stimulus_752,5.5556,4.1111,1,0
752,753,stimulus_753,8.1111,8.1111,3,3
753,754,stimulus_754,4.5556,5.8889,1,2
754,755,stimulus_755,5.7778,6.0,2,2
755,756,stimulus_756,1.5556,5.6667,0,1
756,757,stimulus_757,6.8889,5.5556,3,1
757,758,stimulus_758,3.7778,3.6667,1,0
758,759,stimulus_759,2.3333,5.6667,0,1
759,760,stimulus_760,2.4444,6.1111,0,2
760,761,stimulus_761,5.0,6.3333,1,2
761,762,stimulus_762,6.7778,6.3333,3,2
762,763,stimulus_763,5.7778,4.0,2,0
763,764,stimulus_764,4.1111,6.5556,1,3
764,765,stimulus_765,4.1111,6.2222,1,2
765,766,stimulus_766,7.1111,6.2222,3,2
766,767,stimulus_767,2.6667,5.7778,0,1
767,768,stimulus_768,3.3333,5.2222,0,1
768,769,stimulus_769,7.3333,5.3333,3,1
769,770,stimulus_770,4.4444,5.4444,1,1
770,771,stimulus_771,7.2222,5.4444,3,1
771,772,stimulus_772,7.6667,7.3333,3,3
772,773,stimulus_773,7.1111,5.4444,3,1
773,774,stimulus_774,5.6667,6.5556,2,3
774,775,stimulus_775,6.7778,5.8889,3,2
775,776,stimulus_776,1.8889,6.5556,0,3
776,777,stimulus_777,1.1111,6.8889,0,3
777,778,stimulus_778,2.4444,5.6667,0,1
778,779,stimulus_779,7.0,4.1111,3,0
779,780,stimulus_780,7.3333,5.6667,3,1
780,781,stimulus_781,1.6667,4.5556,0,0
781,782,stimulus_782,4.0,6.8889,1,3
782,783,stimulus_783,4.3333,5.2222,1,1
783,784,stimulus_784,6.3333,5.7778,2,1
784,785,stimulus_785,6.3333,7.2222,2,3
785,786,stimulus_786,7.6667,5.0,3,0
786,787,stimulus_787,3.8889,5.6667,1,1
787,788,stimulus_788,7.7778,6.4444,3,3
788,789,stimulus_789,7.4444,6.2222,3,2
789,790,stimulus_790,1.2222,6.5556,0,3
790,791,stimulus_791,4.1111,4.8889,1,0
791,792,stimulus_792,1.5556,6.1111,0,2
792,793,stimulus_793,3.7778,5.1111,1,0
793,794,stimulus_794,6.6667,5.7778,2,1
794,795,stimulus_795,7.6667,5.6667,3,1
795,796,stimulus_796,6.3333,6.5556,2,3
796,797,stimulus_797,4.2222,5.5556,1,1
797,798,stimulus_798,7.8889,7.4444,3,3
798,799,stimulus_799,7.3333,5.8889,3,2
799,800,stimulus_800,7.3333,5.5556,3,1
800,801,stimulus_801,6.4444,5.8889,2,2
801,802,stimulus_802,6.4444,5.8889,2,2
802,803,stimulus_803,3.3333,4.1111,0,0
803,804,stimulus_804,2.1111,4.2222,0,0
804,805,stimulus_805,5.3333,5.7778,1,1
805,806,stimulus_806,4.8889,4.7778,1,0
806,807,stimulus_807,6.3333,5.5556,2,1
807,808,stimulus_808,3.1111,7.0,0,3
808,809,stimulus_809,3.1111,4.5556,0,0
809,810,stimulus_810,4.5556,5.1111,1,0
810,811,stimulus_811,3.0,6.0,0,2
811,812,stimulus_812,5.2222,5.8889,1,2
812,813,stimulus_813,1.8889,6.3333,0,2
813,814,stimulus_814,4.5556,6.0,1,2
814,815,stimulus_815,5.3333,3.5556,1,0
815,816,stimulus_816,5.3333,6.2222,1,2
816,817,stimulus_817,6.1111,6.4444,2,3
817,818,stimulus_818,5.0,5.0,1,0
818,819,stimulus_819,5.3333,7.0,1,3
819,820,stimulus_820,8.4444,7.2222,3,3
820,821,stimulus_821,2.5556,4.2222,0,0
821,822,stimulus_822,5.7778,6.5556,2,3
822,823,stimulus_823,4.7778,5.5556,1,1
823,824,stimulus_824,4.1111,5.8889,1,2
824,825,stimulus_825,6.3333,6.4444,2,3
825,826,stimulus_826,1.7778,3.8889,0,0
826,827,stimulus_827,3.1111,6.0,0,2
827,828,stimulus_828,7.5556,6.8889,3,3
828,829,stimulus_829,1.7778,5.6667,0,1
829,830,stimulus_830,7.6667,6.0,3,2
830,831,stimulus_831,5.1111,6.3333,1,2
831,832,stimulus_832,6.7778,7.2222,3,3
832,833,stimulus_833,5.8889,6.4444,2,3
833,834,stimulus_834,3.2222,6.3333,0,2
834,835,stimulus_835,3.6667,5.8889,1,2
835,836,stimulus_836,1.1111,4.3333,0,0
836,837,stimulus_837,6.3333,6.0,2,2
837,838,stimulus_838,7.3333,6.4444,3,3
838,839,stimulus_839,2.3333,5.3333,0,1
839,840,stimulus_840,6.8889,6.8889,3,3
840,841,stimulus_841,2.1111,4.8889,0,0
841,842,stimulus_842,7.2222,7.4444,3,3
842,843,stimulus_843,4.5556,6.1111,1,2
843,844,stimulus_844,4.5556,5.8889,1,2
844,845,stimulus_845,3.3333,7.1111,0,3
845,846,stimulus_846,4.0,6.2222,1,2
846,847,stimulus_847,5.6667,6.3333,2,2
847,848,stimulus_848,7.5556,5.4444,3,1
848,849,stimulus_849,2.5556,3.7778,0,0
849,850,stimulus_850,2.8889,3.2222,0,0
850,851,stimulus_851,6.2222,6.0,2,2
851,852,stimulus_852,6.4444,7.5556,2,3
852,853,stimulus_853,4.4444,5.6667,1,1
853,854,stimulus_854,4.6667,5.2222,1,1
854,855,stimulus_855,2.8889,5.4444,0,1
855,856,stimulus_856,2.3333,6.0,0,2
856,857,stimulus_857,2.2222,4.5556,0,0
857,858,stimulus_858,6.8889,5.7778,3,1
858,859,stimulus_859,7.2222,5.7778,3,1
859,860,stimulus_860,3.6667,5.0,1,0
860,861,stimulus_861,1.7778,6.0,0,2
861,862,stimulus_862,6.6667,6.1111,2,2
862,863,stimulus_863,3.1111,4.7778,0,0
863,864,stimulus_864,5.8889,4.7778,2,0
864,865,stimulus_865,1.7778,6.0,0,2
865,866,stimulus_866,1.0,7.1111,0,3
866,867,stimulus_867,5.3333,3.7778,1,0
867,868,stimulus_868,7.2222,5.3333,3,1
868,869,stimulus_869,2.1111,7.3333,0,3
869,870,stimulus_870,5.7778,4.6667,2,0
870,871,stimulus_871,4.6667,7.1111,1,3
871,872,stimulus_872,4.3333,4.4444,1,0
872,873,stimulus_873,5.2222,4.1111,1,0
873,874,stimulus_874,1.8889,5.4444,0,1
874,875,stimulus_875,6.3333,6.5556,2,3
875,876,stimulus_876,1.6667,3.1111,0,0
876,877,stimulus_877,1.8889,5.1111,0,0
877,878,stimulus_878,6.4444,5.6667,2,1
878,879,stimulus_879,6.0,5.8889,2,2
879,880,stimulus_880,6.7778,5.0,3,0
880,881,stimulus_881,5.5556,5.5556,1,1
881,882,stimulus_882,4.7778,5.3333,1,1
882,883,stimulus_883,6.6667,6.0,2,2
883,884,stimulus_884,7.3333,5.6667,3,1
884,885,stimulus_885,3.7778,6.1111,1,2
885,886,stimulus_886,2.7778,6.1111,0,2
886,887,stimulus_887,1.6667,6.7778,0,3
887,888,stimulus_888,2.8889,5.1111,0,0
888,889,stimulus_889,2.3333,6.1111,0,2
889,890,stimulus_890,3.6667,7.2222,1,3
890,891,stimulus_891,5.8889,3.8889,2,0
891,892,stimulus_892,7.0,5.8889,3,2
892,893,stimulus_893,6.1111,5.5556,2,1
893,894,stimulus_894,7.1111,6.3333,3,2
894,895,stimulus_895,3.8889,6.3333,1,2
895,896,stimulus_896,7.1111,6.0,3,2
896,897,stimulus_897,7.6667,6.5556,3,3
897,898,stimulus_898,7.7778,5.6667,3,1
898,899,stimulus_899,7.0,7.2222,3,3
899,900,stimulus_900,5.3333,7.8889,1,3
900,901,stimulus_901,4.6667,5.3333,1,1
901,902,stimulus_902,6.6667,5.0,2,0
902,903,stimulus_903,5.7778,5.5556,2,1
903,904,stimulus_904,6.7778,4.1111,3,0
904,905,stimulus_905,1.6667,5.4444,0,1
905,906,stimulus_906,6.8889,6.0,3,2
906,907,stimulus_907,3.6667,5.6667,1,1
907,908,stimulus_908,4.3333,5.8889,1,2
908,909,stimulus_909,3.0,4.8889,0,0
909,910,stimulus_910,5.0,4.5556,1,0
910,911,stimulus_911,2.3333,4.1111,0,0
911,912,stimulus_912,6.5556,4.7778,2,0
912,913,stimulus_913,3.6667,5.4444,1,1
913,914,stimulus_914,2.4444,5.4444,0,1
914,915,stimulus_915,8.0,6.5556,3,3
915,916,stimulus_916,6.7778,6.8889,3,3
916,917,stimulus_917,5.3333,4.6667,1,0
917,918,stimulus_918,8.0,5.8889,3,2
918,919,stimulus_919,7.2222,6.5556,3,3
919,920,stimulus_920,6.8889,6.7778,3,3
920,921,stimulus_921,7.7778,7.6667,3,3
921,922,stimulus_922,6.5556,6.3333,2,2
922,923,stimulus_923,8.7778,7.1111,3,3
923,924,stimulus_924,4.6667,3.7778,1,0
924,925,stimulus_925,1.6667,6.1111,0,2
925,926,stimulus_926,2.2222,4.8889,0,0
926,927,stimulus_927,7.6667,5.6667,3,1
927,928,stimulus_928,6.1111,5.0,2,0
928,929,stimulus_929,2.7778,5.4444,0,1
929,930,stimulus_930,5.8889,6.8889,2,3
930,931,stimulus_931,8.1111,6.2222,3,2
931,932,stimulus_932,8.1111,6.8889,3,3
932,933,stimulus_933,5.8889,7.0,2,3
933,934,stimulus_934,7.1111,5.4444,3,1
934,935,stimulus_935,2.1111,7.6667,0,3
935,936,stimulus_936,6.7778,6.3333,3,2
936,937,stimulus_937,1.8889,5.7778,0,1
937,938,stimulus_938,4.7778,5.5556,1,1
938,939,stimulus_939,3.6667,3.7778,1,0
939,940,stimulus_940,2.2222,5.3333,0,1
940,941,stimulus_941,5.3333,6.7778,1,3
941,942,stimulus_942,6.0,7.0,2,3
942,943,stimulus_943,7.5556,5.0,3,0
943,944,stimulus_944,7.0,6.6667,3,3
944,945,stimulus_945,5.8889,5.8889,2,2
945,946,stimulus_946,6.0,6.5556,2,3
946,947,stimulus_947,4.6667,6.4444,1,3
947,948,stimulus_948,2.5556,6.0,0,2
948,949,stimulus_949,5.3333,7.4444,1,3
949,950,stimulus_950,5.2222,6.1111,1,2
950,951,stimulus_951,5.4444,5.5556,1,1
951,952,stimulus_952,4.7778,6.3333,1,2
952,953,stimulus_953,5.6667,5.0,2,0
953,954,stimulus_954,6.7778,6.0,3,2
954,955,stimulus_955,3.0,5.0,0,0
955,956,stimulus_956,2.7778,3.3333,0,0
956,957,stimulus_957,5.6667,5.3333,2,1
957,958,stimulus_958,1.7778,5.3333,0,1
958,959,stimulus_959,5.5556,5.6667,1,1
959,960,stimulus_960,7.0,5.8889,3,2
960,961,stimulus_961,7.6667,6.7778,3,3
961,962,stimulus_962,3.2222,7.1111,0,3
962,963,stimulus_963,7.7778,6.6667,3,3
963,964,stimulus_964,7.0,6.6667,3,3
964,965,stimulus_965,1.7778,6.4444,0,3
965,966,stimulus_966,7.4444,5.3333,3,1
966,967,stimulus_967,6.8889,5.6667,3,1
967,968,stimulus_968,2.5556,4.7778,0,0
968,969,stimulus_969,6.0,6.2222,2,2
969,970,stimulus_970,6.0,6.5556,2,3
970,971,stimulus_971,1.6667,6.8889,0,3
971,972,stimulus_972,8.1111,6.5556,3,3
972,973,stimulus_973,2.8889,6.7778,0,3
973,974,stimulus_974,6.6667,6.6667,2,3
974,975,stimulus_975,3.2222,5.1111,0,0
975,976,stimulus_976,3.8889,6.4444,1,3
976,977,stimulus_977,2.7778,6.1111,0,2
977,978,stimulus_978,7.3333,5.7778,3,1
978,979,stimulus_979,4.2222,5.3333,1,1
979,980,stimulus_980,6.8889,6.6667,3,3
980,981,stimulus_981,6.8889,6.1111,3,2
981,982,stimulus_982,7.1111,7.0,3,3
982,983,stimulus_983,5.7778,6.1111,2,2
983,984,stimulus_984,6.5556,5.8889,2,2
984,985,stimulus_985,4.7778,7.0,1,3
985,986,stimulus_986,4.1111,7.2222,1,3
986,987,stimulus_987,6.0,5.5556,2,1
987,988,stimulus_988,4.2222,5.6667,1,1
988,989,stimulus_989,3.2222,4.0,0,0
989,990,stimulus_990,4.7778,5.8889,1,2
990,991,stimulus_991,1.0,3.6667,0,0
991,992,stimulus_992,8.2222,7.2222,3,3
992,993,stimulus_993,7.7778,6.3333,3,2
993,994,stimulus_994,3.3333,5.5556,0,1
994,995,stimulus_995,6.0,5.0,2,0
995,996,stimulus_996,7.6667,7.1111,3,3
996,997,stimulus_997,8.3333,8.6667,3,3
997,998,stimulus_998,6.1111,4.8889,2,0
998,999,stimulus_999,2.7778,2.8889,0,0
999,1000,stimulus_1000,7.3333,6.1111,3,2
1000,1001,stimulus_1001,3.4444,5.7778,0,1
1001,1002,stimulus_1002,7.1111,6.0,3,2
1002,1003,stimulus_1003,5.8889,4.0,2,0
1003,1004,stimulus_1004,1.5556,4.5556,0,0
1004,1005,stimulus_1005,7.7778,5.3333,3,1
1005,1006,stimulus_1006,6.6667,5.3333,2,1
1006,1007,stimulus_1007,7.7778,6.5556,3,3
1007,1008,stimulus_1008,7.2222,8.5556,3,3
1008,1009,stimulus_1009,7.8889,5.8889,3,2
1009,1010,stimulus_1010,3.7778,5.1111,1,0
1010,1011,stimulus_1011,5.8889,6.0,2,2
1011,1012,stimulus_1012,7.5556,5.8889,3,2
1012,1013,stimulus_1013,6.5556,5.2222,2,1
1013,1014,stimulus_1014,2.0,7.0,0,3
1014,1015,stimulus_1015,1.8889,5.3333,0,1
1015,1016,stimulus_1016,8.0,3.5556,3,0
1016,1017,stimulus_1017,4.8889,5.7778,1,1
1017,1018,stimulus_1018,6.7778,4.4444,3,0
1018,1019,stimulus_1019,1.8889,5.3333,0,1
1019,1020,stimulus_1020,5.2222,6.4444,1,3
1020,1021,stimulus_1021,3.0,5.7778,0,1
1021,1022,stimulus_1022,6.5556,4.3333,2,0
1022,1023,stimulus_1023,5.6667,5.3333,2,1
1023,1024,stimulus_1024,4.7778,4.5556,1,0
1024,1025,stimulus_1025,7.1111,5.7778,3,1
1025,1026,stimulus_1026,1.4444,5.8889,0,2
1026,1027,stimulus_1027,4.0,5.3333,1,1
1027,1028,stimulus_1028,4.1111,5.5556,1,1
1028,1029,stimulus_1029,7.1111,5.6667,3,1
1029,1030,stimulus_1030,5.7778,5.5556,2,1
1030,1031,stimulus_1031,6.7778,5.2222,3,1
1031,1032,stimulus_1032,8.2222,5.8889,3,2
1032,1033,stimulus_1033,5.7778,5.5556,2,1
1033,1034,stimulus_1034,8.3333,5.8889,3,2
1034,1035,stimulus_1035,5.3333,5.2222,1,1
1035,1036,stimulus_1036,6.2222,6.0,2,2
1036,1037,stimulus_1037,3.5556,6.3333,0,2
1037,1038,stimulus_1038,7.3333,7.8889,3,3
1038,1039,stimulus_1039,6.5556,6.5556,2,3
1039,1040,stimulus_1040,6.2222,6.7778,2,3
1040,1041,stimulus_1041,4.7778,5.5556,1,1
1041,1042,stimulus_1042,2.3333,6.6667,0,3
1042,1043,stimulus_1043,7.5556,6.7778,3,3
1043,1044,stimulus_1044,2.5556,4.8889,0,0
1044,1045,stimulus_1045,7.6667,5.5556,3,1
1045,1046,stimulus_1046,5.4444,5.7778,1,1
1046,1047,stimulus_1047,7.6667,6.4444,3,3
1047,1048,stimulus_1048,8.1111,6.5556,3,3
1048,1049,stimulus_1049,6.5556,5.0,2,0
1049,1050,stimulus_1050,7.4444,6.0,3,2
1050,1051,stimulus_1051,6.8889,7.1111,3,3
1051,1052,stimulus_1052,3.1111,5.5556,0,1
1052,1053,stimulus_1053,6.8889,6.1111,3,2
1053,1054,stimulus_1054,6.2222,6.8889,2,3
1054,1055,stimulus_1055,6.3333,5.5556,2,1
1055,1056,stimulus_1056,7.1111,6.6667,3,3
1056,1057,stimulus_1057,3.4444,6.2222,0,2
1057,1058,stimulus_1058,6.0,6.1111,2,2
1058,1059,stimulus_1059,6.6667,5.6667,2,1
1059,1060,stimulus_1060,7.3333,6.0,3,2
1060,1061,stimulus_1061,7.6667,6.1111,3,2
1061,1062,stimulus_1062,7.0,5.4444,3,1
1062,1063,stimulus_1063,6.2222,6.3333,2,2
1063,1064,stimulus_1064,4.8889,4.3333,1,0
1064,1065,stimulus_1065,4.3333,6.5556,1,3
1065,1066,stimulus_1066,3.7778,5.2222,1,1
1066,1067,stimulus_1067,6.2222,5.6667,2,1
1067,1068,stimulus_1068,5.8889,5.6667,2,1
1068,1069,stimulus_1069,6.2222,6.4444,2,3
1069,1070,stimulus_1070,4.6667,5.1111,1,0
1070,1071,stimulus_1071,8.7778,4.8889,3,0
1071,1072,stimulus_1072,4.6667,6.7778,1,3
1072,1073,stimulus_1073,4.3333,7.1111,1,3
1073,1074,stimulus_1074,8.0,5.8889,3,2
1074,1075,stimulus_1075,5.5556,4.7778,1,0
1075,1076,stimulus_1076,4.5556,7.4444,1,3
1076,1077,stimulus_1077,5.3333,5.3333,1,1
1077,1078,stimulus_1078,5.7778,5.1111,2,0
1078,1079,stimulus_1079,1.8889,6.5556,0,3
1079,1080,stimulus_1080,7.8889,6.4444,3,3
1080,1081,stimulus_1081,5.8889,4.4444,2,0
1081,1082,stimulus_1082,6.5556,6.4444,2,3
1082,1083,stimulus_1083,7.0,6.6667,3,3
1083,1084,stimulus_1084,7.0,6.3333,3,2
1084,1085,stimulus_1085,5.5556,5.4444,1,1
1085,1086,stimulus_1086,8.0,7.0,3,3
1086,1087,stimulus_1087,6.3333,5.4444,2,1
1087,1088,stimulus_1088,5.0,5.1111,1,0
1088,1089,stimulus_1089,6.0,6.1111,2,2
1089,1090,stimulus_1090,2.3333,4.2222,0,0
1090,1091,stimulus_1091,5.3333,6.4444,1,3
1091,1092,stimulus_1092,7.3333,6.1111,3,2
1092,1093,stimulus_1093,7.6667,6.0,3,2
1093,1094,stimulus_1094,4.8889,6.6667,1,3
1094,1095,stimulus_1095,3.3333,5.8889,0,2
1095,1096,stimulus_1096,3.3333,6.0,0,2
1096,1097,stimulus_1097,7.5556,6.6667,3,3
1097,1098,stimulus_1098,6.8889,6.0,3,2
1098,1099,stimulus_1099,6.3333,7.1111,2,3
1099,1100,stimulus_1100,6.2222,6.1111,2,2
1100,1101,stimulus_1101,2.7778,5.3333,0,1
1101,1102,stimulus_1102,7.4444,6.8889,3,3
1102,1103,stimulus_1103,1.6667,6.3333,0,2
1103,1104,stimulus_1104,5.3333,5.7778,1,1
1104,1105,stimulus_1105,7.1111,6.2222,3,2
1105,1106,stimulus_1106,5.6667,5.1111,2,0
1106,1107,stimulus_1107,7.7778,7.4444,3,3
1107,1108,stimulus_1108,6.4444,6.6667,2,3
1108,1109,stimulus_1109,3.2222,6.7778,0,3
1109,1110,stimulus_1110,6.7778,6.6667,3,3
1110,1111,stimulus_1111,1.8889,6.2222,0,2
