subject,stimulus_num,stimulus_name,v_quartile,a_quartile,split
sub-02,1032,stimulus_1032,3,2,val
sub-02,1033,stimulus_1033,2,1,train
sub-02,1034,stimulus_1034,3,2,train
sub-02,1035,stimulus_1035,1,1,train
sub-02,1036,stimulus_1036,2,2,train
sub-02,1037,stimulus_1037,0,2,train
sub-02,1038,stimulus_1038,3,3,train
sub-02,1039,stimulus_1039,2,3,test
sub-02,1040,stimulus_1040,2,3,train
sub-02,1041,stimulus_1041,1,1,train
sub-02,1042,stimulus_1042,0,3,train
sub-02,1043,stimulus_1043,3,3,train
sub-02,1044,stimulus_1044,0,0,train
sub-02,1045,stimulus_1045,3,1,train
sub-02,1046,stimulus_1046,1,1,val
sub-02,1047,stimulus_1047,3,3,train
sub-02,1048,stimulus_1048,3,3,train
sub-02,1049,stimulus_1049,2,0,train
sub-02,1050,stimulus_1050,3,2,train
sub-02,1051,stimulus_1051,3,3,train
sub-02,1052,stimulus_1052,0,1,train
sub-02,1053,stimulus_1053,3,2,train
sub-02,1054,stimulus_1054,2,3,train
sub-02,1055,stimulus_1055,2,1,train
sub-02,1056,stimulus_1056,3,3,train
sub-02,1057,stimulus_1057,0,2,test
sub-02,1058,stimulus_1058,2,2,train
sub-02,1059,stimulus_1059,2,1,train
sub-02,1060,stimulus_1060,3,2,test
sub-02,1061,stimulus_1061,3,2,test
sub-02,1062,stimulus_1062,3,1,train
sub-02,1063,stimulus_1063,2,2,train
sub-02,1064,stimulus_1064,1,0,train
sub-02,1065,stimulus_1065,1,3,train
sub-02,1066,stimulus_1066,1,1,test
sub-02,1067,stimulus_1067,2,1,test
sub-02,1068,stimulus_1068,2,1,train
sub-02,1069,stimulus_1069,2,3,train
sub-02,1070,stimulus_1070,1,0,test
sub-02,1071,stimulus_1071,3,0,train
sub-02,1072,stimulus_1072,1,3,train
sub-02,1073,stimulus_1073,1,3,test
sub-02,1074,stimulus_1074,3,2,train
sub-02,1075,stimulus_1075,1,0,train
sub-02,1076,stimulus_1076,1,3,train
sub-02,1077,stimulus_1077,1,1,test
sub-02,1078,stimulus_1078,2,0,val
sub-02,1079,stimulus_1079,0,3,train
sub-02,1080,stimulus_1080,3,3,train
sub-02,1081,stimulus_1081,2,0,train
sub-02,1082,stimulus_1082,2,3,test
sub-02,1083,stimulus_1083,3,3,train
sub-02,1084,stimulus_1084,3,2,train
sub-02,1085,stimulus_1085,1,1,train
sub-02,1086,stimulus_1086,3,3,train
sub-02,1087,stimulus_1087,2,1,train
sub-02,1088,stimulus_1088,1,0,train
sub-02,1089,stimulus_1089,2,2,train
sub-02,1090,stimulus_1090,0,0,train
sub-02,1091,stimulus_1091,1,3,train
sub-02,1092,stimulus_1092,3,2,train
sub-02,1093,stimulus_1093,3,2,test
sub-02,1094,stimulus_1094,1,3,train
sub-02,1095,stimulus_1095,0,2,train
sub-02,1096,stimulus_1096,0,2,train
sub-02,1097,stimulus_1097,3,3,train
sub-02,1098,stimulus_1098,3,2,train
sub-02,1099,stimulus_1099,2,3,val
sub-02,1100,stimulus_1100,2,2,val
sub-02,1101,stimulus_1101,0,1,train
sub-02,1102,stimulus_1102,3,3,val
sub-02,1103,stimulus_1103,0,2,train
sub-02,1104,stimulus_1104,1,1,train
sub-02,1105,stimulus_1105,3,2,val
sub-02,1106,stimulus_1106,2,0,train
sub-02,1107,stimulus_1107,3,3,train
sub-02,1108,stimulus_1108,2,3,train
sub-02,1109,stimulus_1109,0,3,train
sub-02,1110,stimulus_1110,3,3,train
sub-02,1111,stimulus_1111,0,2,train
sub-02,1112,stimulus_1112,3,3,train
sub-02,1113,stimulus_1113,3,2,train
sub-02,1114,stimulus_1114,0,3,train
sub-02,1115,stimulus_1115,0,3,train
sub-02,1116,stimulus_1116,2,2,train
sub-02,1117,stimulus_1117,0,0,train
sub-02,1118,stimulus_1118,0,0,train
sub-02,1119,stimulus_1119,0,2,train
sub-02,1120,stimulus_1120,3,3,test
sub-02,1121,stimulus_1121,2,3,train
sub-02,1122,stimulus_1122,0,1,train
sub-02,1123,stimulus_1123,0,0,test
sub-02,1124,stimulus_1124,3,3,train
sub-02,1125,stimulus_1125,2,2,train
sub-02,1126,stimulus_1126,0,1,train
sub-02,1127,stimulus_1127,3,1,val
sub-02,1128,stimulus_1128,2,2,val
sub-02,1129,stimulus_1129,1,1,train
sub-02,1130,stimulus_1130,3,1,test
sub-02,1131,stimulus_1131,3,3,train
sub-02,1132,stimulus_1132,1,1,train
sub-02,1133,stimulus_1133,3,3,train
sub-02,1134,stimulus_1134,1,2,train
sub-02,1135,stimulus_1135,0,1,train
sub-02,1136,stimulus_1136,0,1,val
sub-02,1137,stimulus_1137,0,0,train
sub-02,1138,stimulus_1138,1,0,train
sub-02,1139,stimulus_1139,1,2,train
sub-02,1140,stimulus_1140,1,2,test
sub-02,1141,stimulus_1141,2,3,val
sub-02,1142,stimulus_1142,1,1,val
sub-02,1143,stimulus_1143,1,3,test
sub-02,1144,stimulus_1144,1,3,test
sub-02,1145,stimulus_1145,3,3,test
sub-02,1146,stimulus_1146,3,2,train
sub-02,1147,stimulus_1147,1,1,train
sub-02,1148,stimulus_1148,2,2,val
sub-02,1149,stimulus_1149,1,3,val
sub-02,1150,stimulus_1150,1,3,train
sub-02,1151,stimulus_1151,3,3,test
sub-02,1152,stimulus_1152,3,3,train
sub-02,1153,stimulus_1153,3,3,train
sub-02,1154,stimulus_1154,3,1,train
sub-02,1155,stimulus_1155,1,2,train
sub-02,1156,stimulus_1156,1,1,val
sub-02,1157,stimulus_1157,3,0,val
sub-02,1158,stimulus_1158,3,1,train
sub-02,1159,stimulus_1159,3,3,train
sub-02,1160,stimulus_1160,0,3,train
sub-02,1161,stimulus_1161,1,0,train
sub-02,1162,stimulus_1162,2,1,train
sub-02,1163,stimulus_1163,3,3,test
sub-02,1164,stimulus_1164,0,0,train
sub-02,1165,stimulus_1165,0,3,train
sub-02,1166,stimulus_1166,2,1,train
sub-02,1167,stimulus_1167,2,3,train
sub-02,1168,stimulus_1168,3,3,test
sub-02,1169,stimulus_1169,1,2,val
sub-02,1170,stimulus_1170,0,0,train
sub-02,1171,stimulus_1171,1,0,train
sub-02,1172,stimulus_1172,0,3,val
sub-02,1173,stimulus_1173,3,3,test
sub-02,1174,stimulus_1174,0,1,train
sub-02,1175,stimulus_1175,3,3,train
sub-02,1176,stimulus_1176,0,0,train
sub-02,1177,stimulus_1177,0,0,train
sub-02,1178,stimulus_1178,2,0,train
sub-02,1179,stimulus_1179,3,3,train
sub-02,1180,stimulus_1180,3,1,train
sub-02,1181,stimulus_1181,0,2,val
sub-02,1182,stimulus_1182,0,0,train
sub-02,1183,stimulus_1183,0,2,train
sub-02,1184,stimulus_1184,0,0,train
sub-02,1185,stimulus_1185,0,1,test
sub-02,1186,stimulus_1186,1,3,train
sub-02,1187,stimulus_1187,3,2,train
sub-02,1188,stimulus_1188,3,2,train
sub-02,1189,stimulus_1189,0,2,train
sub-02,1190,stimulus_1190,0,0,train
sub-02,1191,stimulus_1191,3,3,train
sub-02,1192,stimulus_1192,2,2,train
sub-02,1193,stimulus_1193,3,2,train
sub-02,1194,stimulus_1194,0,2,train
sub-02,1195,stimulus_1195,2,3,train
sub-02,1196,stimulus_1196,0,1,test
sub-02,1197,stimulus_1197,1,3,train
sub-02,1198,stimulus_1198,2,3,val
sub-02,1199,stimulus_1199,0,2,train
sub-02,1200,stimulus_1200,2,2,test
sub-02,1201,stimulus_1201,1,0,train
sub-02,1202,stimulus_1202,0,1,val
sub-02,1203,stimulus_1203,0,1,train
sub-02,1204,stimulus_1204,0,1,train
sub-02,1205,stimulus_1205,3,3,train
sub-02,1206,stimulus_1206,1,1,val
sub-02,1207,stimulus_1207,3,2,train
sub-02,1208,stimulus_1208,0,0,val
sub-02,1209,stimulus_1209,3,0,train
sub-02,1210,stimulus_1210,3,2,train
sub-02,1211,stimulus_1211,2,0,train
sub-02,1212,stimulus_1212,0,3,train
sub-02,1213,stimulus_1213,3,3,train
sub-02,1214,stimulus_1214,0,3,test
sub-02,1215,stimulus_1215,2,1,test
sub-02,1216,stimulus_1216,3,0,val
sub-02,1217,stimulus_1217,0,2,train
sub-02,1218,stimulus_1218,2,3,test
sub-02,1219,stimulus_1219,1,3,val
sub-02,1220,stimulus_1220,1,0,test
sub-02,1221,stimulus_1221,0,2,train
sub-02,1222,stimulus_1222,0,1,train
sub-02,1223,stimulus_1223,2,0,train
sub-02,1224,stimulus_1224,0,2,train
sub-02,1225,stimulus_1225,1,1,val
sub-02,1226,stimulus_1226,0,3,train
sub-02,1227,stimulus_1227,0,3,train
sub-02,1228,stimulus_1228,2,2,train
sub-02,1229,stimulus_1229,0,2,train
sub-02,1230,stimulus_1230,2,0,train
sub-02,1231,stimulus_1231,0,3,train
sub-02,1232,stimulus_1232,3,0,train
sub-02,1233,stimulus_1233,1,1,train
sub-02,1234,stimulus_1234,1,3,train
sub-02,1235,stimulus_1235,0,3,train
sub-02,1236,stimulus_1236,3,1,train
sub-02,1237,stimulus_1237,0,3,train
sub-02,1238,stimulus_1238,2,1,train
sub-02,1239,stimulus_1239,2,3,test
sub-02,1240,stimulus_1240,3,1,train
sub-02,1241,stimulus_1241,2,3,train
sub-02,1242,stimulus_1242,3,3,train
sub-02,1243,stimulus_1243,3,3,train
sub-02,1244,stimulus_1244,1,3,train
sub-02,1245,stimulus_1245,3,3,train
sub-02,1246,stimulus_1246,3,3,train
sub-02,1247,stimulus_1247,2,3,train
sub-02,1248,stimulus_1248,3,3,train
sub-02,1249,stimulus_1249,1,1,train
sub-02,1250,stimulus_1250,1,2,train
sub-02,1251,stimulus_1251,1,1,train
sub-02,1252,stimulus_1252,3,3,train
sub-02,1253,stimulus_1253,3,3,train
sub-02,1254,stimulus_1254,1,0,train
sub-02,1255,stimulus_1255,3,2,train
sub-02,1256,stimulus_1256,2,0,train
sub-02,1257,stimulus_1257,2,3,test
sub-02,1258,stimulus_1258,1,3,train
sub-02,1259,stimulus_1259,0,1,train
sub-02,1260,stimulus_1260,0,3,train
sub-02,1261,stimulus_1261,1,2,train
sub-02,1262,stimulus_1262,1,0,train
sub-02,1263,stimulus_1263,3,2,train
sub-02,1264,stimulus_1264,1,2,train
sub-02,1265,stimulus_1265,1,1,train
sub-02,1266,stimulus_1266,1,1,test
sub-02,1267,stimulus_1267,3,1,train
sub-02,1268,stimulus_1268,0,2,test
sub-02,1269,stimulus_1269,3,3,train
sub-02,1270,stimulus_1270,3,1,train
sub-02,1271,stimulus_1271,0,3,train
sub-02,1272,stimulus_1272,3,1,train
sub-02,1273,stimulus_1273,3,2,train
sub-02,1274,stimulus_1274,1,2,train
sub-02,1275,stimulus_1275,0,0,test
sub-02,1276,stimulus_1276,0,3,train
sub-02,1277,stimulus_1277,1,2,test
sub-02,1278,stimulus_1278,2,2,test
sub-02,1279,stimulus_1279,0,1,train
sub-02,1280,stimulus_1280,1,1,train
sub-02,1281,stimulus_1281,1,3,train
sub-02,1282,stimulus_1282,3,2,train
sub-02,1283,stimulus_1283,0,2,train
sub-02,1284,stimulus_1284,1,1,train
sub-02,1285,stimulus_1285,2,3,train
sub-02,1286,stimulus_1286,0,1,train
sub-02,1287,stimulus_1287,2,1,train
sub-02,1288,stimulus_1288,1,1,train
sub-02,1289,stimulus_1289,3,1,train
sub-02,1290,stimulus_1290,3,3,train
sub-02,1291,stimulus_1291,3,2,train
sub-02,1292,stimulus_1292,0,1,test
sub-02,1293,stimulus_1293,2,2,train
sub-02,1294,stimulus_1294,0,2,train
sub-02,1295,stimulus_1295,3,1,val
sub-02,1296,stimulus_1296,2,3,train
sub-02,1297,stimulus_1297,1,1,val
sub-02,1298,stimulus_1298,0,0,train
sub-02,1299,stimulus_1299,1,1,train
sub-02,1300,stimulus_1300,3,0,train
sub-02,1301,stimulus_1301,1,1,train
sub-02,1302,stimulus_1302,0,0,train
sub-02,1303,stimulus_1303,0,0,train
sub-02,1304,stimulus_1304,0,0,train
sub-02,1305,stimulus_1305,1,0,train
sub-02,1306,stimulus_1306,1,0,train
sub-02,1307,stimulus_1307,1,2,val
sub-02,1308,stimulus_1308,3,3,train
sub-02,1309,stimulus_1309,0,0,val
sub-02,1310,stimulus_1310,0,2,train
sub-02,1311,stimulus_1311,3,3,train
sub-02,1312,stimulus_1312,3,1,test
sub-02,1313,stimulus_1313,0,3,test
sub-02,1314,stimulus_1314,1,3,train
sub-02,1315,stimulus_1315,2,1,train
sub-02,1316,stimulus_1316,2,3,train
sub-02,1317,stimulus_1317,1,1,train
sub-02,1318,stimulus_1318,0,3,train
sub-02,1319,stimulus_1319,2,1,train
sub-02,1320,stimulus_1320,1,2,train
sub-02,1321,stimulus_1321,2,1,train
sub-02,1322,stimulus_1322,1,3,train
sub-02,1323,stimulus_1323,0,3,train
sub-02,1324,stimulus_1324,2,3,train
sub-02,1325,stimulus_1325,2,3,val
sub-02,1326,stimulus_1326,3,3,test
sub-02,1327,stimulus_1327,3,1,train
sub-02,1328,stimulus_1328,3,2,train
sub-02,1329,stimulus_1329,1,1,test
sub-02,1330,stimulus_1330,2,2,train
sub-02,1331,stimulus_1331,2,1,train
sub-02,1332,stimulus_1332,2,2,train
sub-02,1333,stimulus_1333,3,2,train
sub-02,1334,stimulus_1334,1,0,train
sub-02,1335,stimulus_1335,1,0,train
sub-02,1336,stimulus_1336,2,1,train
sub-02,1337,stimulus_1337,3,3,train
sub-02,1338,stimulus_1338,1,2,train
sub-02,1339,stimulus_1339,0,1,train
sub-02,1340,stimulus_1340,2,1,train
sub-02,1341,stimulus_1341,2,2,train
sub-02,1342,stimulus_1342,1,1,train
sub-02,1343,stimulus_1343,2,2,train
sub-02,1344,stimulus_1344,2,0,train
sub-02,1345,stimulus_1345,2,3,train
sub-02,1346,stimulus_1346,2,2,train
sub-02,1347,stimulus_1347,1,2,test
sub-02,1348,stimulus_1348,1,1,train
sub-02,1349,stimulus_1349,3,3,val
sub-02,1350,stimulus_1350,0,0,test
sub-02,1351,stimulus_1351,0,0,train
sub-02,1352,stimulus_1352,2,3,train
sub-02,1353,stimulus_1353,3,2,train
sub-02,1354,stimulus_1354,3,2,val
sub-02,1355,stimulus_1355,0,0,val
sub-02,1356,stimulus_1356,2,1,train
sub-02,1357,stimulus_1357,3,0,train
sub-02,1358,stimulus_1358,2,2,train
sub-02,1359,stimulus_1359,1,0,train
sub-02,1360,stimulus_1360,3,0,train
sub-02,1361,stimulus_1361,0,3,train
sub-02,1362,stimulus_1362,0,3,train
sub-02,1363,stimulus_1363,3,1,train
sub-02,1364,stimulus_1364,1,3,val
sub-02,1365,stimulus_1365,3,3,train
sub-02,1366,stimulus_1366,2,0,test
sub-02,1367,stimulus_1367,3,2,train
sub-02,1368,stimulus_1368,3,0,test
sub-02,1369,stimulus_1369,2,0,train
sub-02,1370,stimulus_1370,3,3,test
sub-02,1371,stimulus_1371,2,0,train
sub-02,1372,stimulus_1372,3,0,train
sub-02,1373,stimulus_1373,0,3,train
sub-02,1374,stimulus_1374,1,3,test
sub-02,1375,stimulus_1375,0,3,train
sub-02,1376,stimulus_1376,1,3,train
sub-02,1377,stimulus_1377,3,3,train
sub-02,1378,stimulus_1378,3,0,train
sub-02,1379,stimulus_1379,3,0,train
sub-02,1380,stimulus_1380,3,1,val
sub-02,1381,stimulus_1381,3,1,train
sub-02,1382,stimulus_1382,1,1,train
sub-02,1383,stimulus_1383,3,1,train
sub-02,1384,stimulus_1384,1,1,train
sub-02,1385,stimulus_1385,2,3,train
sub-02,1386,stimulus_1386,1,1,train
sub-02,1387,stimulus_1387,3,3,train
sub-02,1388,stimulus_1388,1,1,train
sub-02,1389,stimulus_1389,2,1,test
sub-02,1390,stimulus_1390,1,1,train
sub-02,1391,stimulus_1391,1,2,val
sub-02,1392,stimulus_1392,1,2,train
sub-02,1393,stimulus_1393,1,2,train
sub-02,1394,stimulus_1394,3,3,train
sub-02,1395,stimulus_1395,1,2,train
sub-02,1396,stimulus_1396,2,0,train
sub-02,1397,stimulus_1397,1,0,train
sub-02,1398,stimulus_1398,2,1,train
sub-02,1399,stimulus_1399,3,3,train
sub-02,1400,stimulus_1400,2,3,train
sub-02,1401,stimulus_1401,1,2,train
sub-02,1402,stimulus_1402,2,1,train
sub-02,1403,stimulus_1403,0,0,train
sub-02,1404,stimulus_1404,1,0,train
sub-02,1405,stimulus_1405,3,2,train
sub-02,1406,stimulus_1406,0,3,train
sub-02,1407,stimulus_1407,3,0,train
sub-02,1408,stimulus_1408,3,0,val
sub-02,1409,stimulus_1409,3,0,train
sub-02,1410,stimulus_1410,3,3,val
sub-02,1411,stimulus_1411,3,2,val
sub-02,1412,stimulus_1412,2,1,train
sub-02,1413,stimulus_1413,2,1,train
sub-02,1414,stimulus_1414,0,1,train
sub-02,1415,stimulus_1415,3,1,train
sub-02,1416,stimulus_1416,3,2,train
sub-02,1417,stimulus_1417,3,0,train
sub-02,1418,stimulus_1418,3,0,train
sub-02,1419,stimulus_1419,0,2,train
sub-02,1420,stimulus_1420,1,0,train
sub-02,1421,stimulus_1421,3,1,train
sub-02,1422,stimulus_1422,0,3,train
sub-02,1423,stimulus_1423,0,0,train
sub-02,1424,stimulus_1424,2,2,train
sub-02,1425,stimulus_1425,0,0,test
sub-02,1426,stimulus_1426,2,3,train
sub-02,1427,stimulus_1427,3,0,train
sub-02,1428,stimulus_1428,2,1,train
sub-02,1429,stimulus_1429,3,1,train
sub-02,1430,stimulus_1430,2,3,train
sub-02,1431,stimulus_1431,2,3,train
sub-02,1432,stimulus_1432,2,3,train
sub-02,1433,stimulus_1433,2,1,train
sub-02,1434,stimulus_1434,0,2,train
sub-02,1435,stimulus_1435,2,1,train
sub-02,1436,stimulus_1436,3,3,train
sub-02,1437,stimulus_1437,2,1,train
sub-02,1438,stimulus_1438,1,3,train
sub-02,1439,stimulus_1439,3,3,train
sub-02,1440,stimulus_1440,1,3,val
sub-02,1441,stimulus_1441,0,2,val
sub-02,1442,stimulus_1442,0,3,train
sub-02,1443,stimulus_1443,0,2,train
sub-02,1444,stimulus_1444,3,0,val
sub-02,1445,stimulus_1445,3,3,train
sub-02,1446,stimulus_1446,2,1,train
sub-02,1447,stimulus_1447,3,3,train
sub-02,1448,stimulus_1448,1,1,train
sub-02,1449,stimulus_1449,3,1,test
sub-02,1450,stimulus_1450,0,2,train
sub-02,1451,stimulus_1451,2,2,test
sub-02,1452,stimulus_1452,3,1,train
sub-02,1453,stimulus_1453,3,2,train
sub-02,1454,stimulus_1454,1,3,train
sub-02,1455,stimulus_1455,2,1,train
sub-02,1456,stimulus_1456,2,2,train
sub-02,1457,stimulus_1457,0,0,train
sub-02,1458,stimulus_1458,2,1,train
sub-02,1459,stimulus_1459,2,1,val
sub-02,1460,stimulus_1460,3,2,train
sub-02,1461,stimulus_1461,1,3,train
sub-02,1462,stimulus_1462,1,1,train
sub-02,1463,stimulus_1463,3,3,train
sub-02,1464,stimulus_1464,0,1,test
sub-02,1465,stimulus_1465,2,1,train
sub-02,1466,stimulus_1466,0,0,train
sub-02,1467,stimulus_1467,1,0,train
sub-02,1468,stimulus_1468,1,0,train
sub-02,1469,stimulus_1469,1,1,train
sub-02,1470,stimulus_1470,1,0,train
sub-02,1471,stimulus_1471,0,0,train
sub-02,1472,stimulus_1472,1,2,train
sub-02,1473,stimulus_1473,0,0,train
sub-02,1474,stimulus_1474,1,0,train
sub-02,1475,stimulus_1475,0,0,val
sub-02,1476,stimulus_1476,2,1,train
sub-02,1477,stimulus_1477,2,3,train
sub-02,1478,stimulus_1478,0,2,train
sub-02,1479,stimulus_1479,1,0,train
sub-02,1480,stimulus_1480,1,1,test
sub-02,1481,stimulus_1481,3,1,train
sub-02,1482,stimulus_1482,2,3,train
sub-02,1483,stimulus_1483,3,0,val
sub-02,1484,stimulus_1484,1,0,train
sub-02,1485,stimulus_1485,0,1,train
sub-02,1486,stimulus_1486,1,1,train
sub-02,1487,stimulus_1487,0,3,train
sub-02,1488,stimulus_1488,3,0,train
sub-02,1489,stimulus_1489,3,0,train
sub-02,1490,stimulus_1490,2,3,train
sub-02,1491,stimulus_1491,2,2,train
sub-02,1492,stimulus_1492,0,3,test
sub-02,1493,stimulus_1493,3,0,train
sub-02,1494,stimulus_1494,3,0,train
sub-02,1495,stimulus_1495,3,3,train
sub-02,1496,stimulus_1496,2,3,val
sub-02,1497,stimulus_1497,3,2,test
sub-02,1498,stimulus_1498,3,1,val
sub-02,1499,stimulus_1499,2,1,test
sub-02,1500,stimulus_1500,3,2,train
sub-02,1501,stimulus_1501,3,3,test
sub-02,1502,stimulus_1502,3,3,train
sub-02,1503,stimulus_1503,3,3,train
sub-02,1504,stimulus_1504,2,0,train
sub-02,1505,stimulus_1505,3,1,val
sub-02,1506,stimulus_1506,2,0,train
sub-02,1507,stimulus_1507,0,0,train
sub-02,1508,stimulus_1508,3,0,val
sub-02,1509,stimulus_1509,3,2,train
sub-02,1510,stimulus_1510,3,2,train
sub-02,1511,stimulus_1511,0,3,train
sub-02,1512,stimulus_1512,3,1,train
sub-02,1513,stimulus_1513,1,2,train
sub-02,1514,stimulus_1514,0,2,train
sub-02,1515,stimulus_1515,2,3,train
sub-02,1516,stimulus_1516,3,3,val
sub-02,1517,stimulus_1517,1,3,train
sub-02,1518,stimulus_1518,0,2,train
sub-02,1519,stimulus_1519,0,0,train
sub-02,1520,stimulus_1520,3,2,train
sub-02,1521,stimulus_1521,2,1,train
sub-02,1522,stimulus_1522,1,2,train
sub-02,1523,stimulus_1523,2,2,val
sub-02,1524,stimulus_1524,3,1,val
sub-02,1525,stimulus_1525,2,0,train
sub-02,1526,stimulus_1526,2,2,train
sub-02,1527,stimulus_1527,2,3,train
sub-02,1528,stimulus_1528,1,0,test
sub-02,1529,stimulus_1529,1,2,train
sub-02,1530,stimulus_1530,1,2,train
sub-02,1531,stimulus_1531,2,2,train
sub-02,1532,stimulus_1532,0,0,train
sub-02,1533,stimulus_1533,2,1,train
sub-02,1534,stimulus_1534,1,1,val
sub-02,1535,stimulus_1535,2,3,val
sub-02,1536,stimulus_1536,2,3,test
sub-02,1537,stimulus_1537,2,3,train
sub-02,1538,stimulus_1538,2,3,train
sub-02,1539,stimulus_1539,3,3,train
sub-02,1540,stimulus_1540,3,1,train
sub-02,1541,stimulus_1541,0,0,train
sub-02,1542,stimulus_1542,2,2,train
sub-02,1543,stimulus_1543,1,3,train
sub-02,1544,stimulus_1544,1,1,train
sub-02,1545,stimulus_1545,1,2,train
sub-02,1546,stimulus_1546,2,3,train
sub-02,1547,stimulus_1547,3,1,train
sub-02,1548,stimulus_1548,3,1,train
sub-02,1549,stimulus_1549,1,2,val
sub-02,1550,stimulus_1550,0,2,train
sub-02,1551,stimulus_1551,2,3,train
sub-02,1552,stimulus_1552,1,3,train
sub-02,1553,stimulus_1553,1,3,train
sub-02,1554,stimulus_1554,1,3,train
sub-02,1555,stimulus_1555,2,0,train
sub-02,1556,stimulus_1556,0,1,train
sub-02,1557,stimulus_1557,2,3,train
sub-02,1558,stimulus_1558,3,2,train
sub-02,1559,stimulus_1559,2,2,train
sub-02,1560,stimulus_1560,2,3,train
sub-02,1561,stimulus_1561,1,0,train
sub-02,1562,stimulus_1562,0,3,train
sub-02,1563,stimulus_1563,2,1,train
sub-02,1564,stimulus_1564,3,3,train
sub-02,1565,stimulus_1565,0,0,train
sub-02,1566,stimulus_1566,1,1,train
sub-02,1567,stimulus_1567,1,1,train
sub-02,1568,stimulus_1568,3,3,train
sub-02,1569,stimulus_1569,3,3,train
sub-02,1570,stimulus_1570,3,3,train
sub-02,1571,stimulus_1571,3,3,val
sub-02,1572,stimulus_1572,3,2,test
sub-02,1573,stimulus_1573,2,3,train
sub-02,1574,stimulus_1574,1,0,train
sub-02,1575,stimulus_1575,1,3,train
sub-02,1576,stimulus_1576,0,3,test
sub-02,1577,stimulus_1577,2,3,test
sub-02,1578,stimulus_1578,1,1,train
sub-02,1579,stimulus_1579,2,1,train
sub-02,1580,stimulus_1580,2,1,val
sub-02,1581,stimulus_1581,2,2,train
sub-02,1582,stimulus_1582,3,3,train
sub-02,1583,stimulus_1583,2,3,train
sub-02,1584,stimulus_1584,3,3,train
sub-02,1585,stimulus_1585,0,1,train
sub-02,1586,stimulus_1586,2,1,test
sub-02,1587,stimulus_1587,0,1,train
sub-02,1588,stimulus_1588,2,1,train
sub-02,1589,stimulus_1589,0,1,train
sub-02,1590,stimulus_1590,0,3,train
sub-02,1591,stimulus_1591,0,0,train
sub-02,1592,stimulus_1592,3,0,train
sub-02,1593,stimulus_1593,1,2,train
sub-02,1594,stimulus_1594,3,3,train
sub-02,1595,stimulus_1595,1,3,train
sub-02,1596,stimulus_1596,0,1,test
sub-02,1597,stimulus_1597,2,0,train
sub-02,1598,stimulus_1598,0,3,test
sub-02,1599,stimulus_1599,1,3,train
sub-02,1600,stimulus_1600,1,1,train
sub-02,1601,stimulus_1601,0,2,train
sub-02,1602,stimulus_1602,2,1,train
sub-02,1603,stimulus_1603,3,1,train
sub-02,1604,stimulus_1604,2,0,train
sub-02,1605,stimulus_1605,0,1,train
sub-02,1606,stimulus_1606,2,1,test
sub-02,1607,stimulus_1607,1,1,train
sub-02,1608,stimulus_1608,3,3,train
sub-02,1609,stimulus_1609,1,1,train
sub-02,1610,stimulus_1610,2,3,train
sub-02,1611,stimulus_1611,0,0,train
sub-02,1612,stimulus_1612,2,1,train
sub-02,1613,stimulus_1613,0,1,train
sub-02,1614,stimulus_1614,1,0,train
sub-02,1615,stimulus_1615,1,2,train
sub-02,1616,stimulus_1616,3,2,train
sub-02,1617,stimulus_1617,1,2,train
sub-02,1618,stimulus_1618,1,0,train
sub-02,1619,stimulus_1619,2,1,train
sub-02,1620,stimulus_1620,3,0,train
sub-02,1621,stimulus_1621,1,0,train
sub-02,1622,stimulus_1622,2,2,train
sub-02,1623,stimulus_1623,1,0,train
sub-02,1624,stimulus_1624,2,2,train
sub-02,1625,stimulus_1625,2,2,val
sub-02,1626,stimulus_1626,1,1,train
sub-02,1627,stimulus_1627,0,1,train
sub-02,1628,stimulus_1628,3,1,train
sub-02,1629,stimulus_1629,0,2,train
sub-02,1630,stimulus_1630,0,0,train
sub-02,1631,stimulus_1631,1,1,test
sub-02,1632,stimulus_1632,0,2,val
sub-02,1633,stimulus_1633,2,3,val
sub-02,1634,stimulus_1634,2,2,train
sub-02,1635,stimulus_1635,1,2,test
sub-02,1636,stimulus_1636,3,2,train
sub-02,1637,stimulus_1637,3,3,test
sub-02,1638,stimulus_1638,3,2,train
sub-02,1639,stimulus_1639,3,2,val
sub-02,1640,stimulus_1640,3,3,val
sub-02,1641,stimulus_1641,2,3,train
sub-02,1642,stimulus_1642,1,3,train
sub-02,1643,stimulus_1643,3,3,train
sub-02,1644,stimulus_1644,1,3,test
sub-02,1645,stimulus_1645,2,3,train
sub-02,1646,stimulus_1646,1,0,train
sub-02,1647,stimulus_1647,2,0,train
sub-02,1648,stimulus_1648,2,1,train
sub-02,1649,stimulus_1649,1,3,train
sub-02,1650,stimulus_1650,0,3,train
sub-02,1651,stimulus_1651,3,0,train
sub-02,1652,stimulus_1652,1,3,train
sub-02,1653,stimulus_1653,2,1,train
sub-02,1654,stimulus_1654,0,2,train
sub-02,1655,stimulus_1655,0,2,train
sub-02,1656,stimulus_1656,3,1,train
sub-02,1657,stimulus_1657,0,1,train
sub-02,1658,stimulus_1658,3,1,train
sub-02,1659,stimulus_1659,2,2,train
sub-02,1660,stimulus_1660,3,1,train
sub-02,1661,stimulus_1661,3,2,train
sub-02,1662,stimulus_1662,2,1,train
sub-02,1663,stimulus_1663,1,1,val
sub-02,1664,stimulus_1664,2,2,test
sub-02,1665,stimulus_1665,1,0,train
