stim_idx,stimulus_num,stimulus_name,valence_score,arousal_score,v_quartile,a_quartile,v_label
991,992,stimulus_992,8.2222,7.2222,3,3,1
992,993,stimulus_993,7.7778,6.3333,3,2,1
993,994,stimulus_994,3.3333,5.5556,0,1,0
995,996,stimulus_996,7.6667,7.1111,3,3,1
996,997,stimulus_997,8.3333,8.6667,3,3,1
998,999,stimulus_999,2.7778,2.8889,0,0,0
999,1000,stimulus_1000,7.3333,6.1111,3,2,1
1000,1001,stimulus_1001,3.4444,5.7778,0,1,0
1001,1002,stimulus_1002,7.1111,6.0,3,2,1
1003,1004,stimulus_1004,1.5556,4.5556,0,0,0
1004,1005,stimulus_1005,7.7778,5.3333,3,1,1
1006,1007,stimulus_1007,7.7778,6.5556,3,3,1
1007,1008,stimulus_1008,7.2222,8.5556,3,3,1
1008,1009,stimulus_1009,7.8889,5.8889,3,2,1
1011,1012,stimulus_1012,7.5556,5.8889,3,2,1
1013,1014,stimulus_1014,2.0,7.0,0,3,0
1014,1015,stimulus_1015,1.8889,5.3333,0,1,0
1015,1016,stimulus_1016,8.0,3.5556,3,0,1
1017,1018,stimulus_1018,6.7778,4.4444,3,0,1
1018,1019,stimulus_1019,1.8889,5.3333,0,1,0
1020,1021,stimulus_1021,3.0,5.7778,0,1,0
1024,1025,stimulus_1025,7.1111,5.7778,3,1,1
1025,1026,stimulus_1026,1.4444,5.8889,0,2,0
1028,1029,stimulus_1029,7.1111,5.6667,3,1,1
1030,1031,stimulus_1031,6.7778,5.2222,3,1,1
1031,1032,stimulus_1032,8.2222,5.8889,3,2,1
1033,1034,stimulus_1034,8.3333,5.8889,3,2,1
1036,1037,stimulus_1037,3.5556,6.3333,0,2,0
1037,1038,stimulus_1038,7.3333,7.8889,3,3,1
1041,1042,stimulus_1042,2.3333,6.6667,0,3,0
1042,1043,stimulus_1043,7.5556,6.7778,3,3,1
1043,1044,stimulus_1044,2.5556,4.8889,0,0,0
1044,1045,stimulus_1045,7.6667,5.5556,3,1,1
1046,1047,stimulus_1047,7.6667,6.4444,3,3,1
1047,1048,stimulus_1048,8.1111,6.5556,3,3,1
1049,1050,stimulus_1050,7.4444,6.0,3,2,1
1050,1051,stimulus_1051,6.8889,7.1111,3,3,1
1051,1052,stimulus_1052,3.1111,5.5556,0,1,0
1052,1053,stimulus_1053,6.8889,6.1111,3,2,1
1055,1056,stimulus_1056,7.1111,6.6667,3,3,1
1056,1057,stimulus_1057,3.4444,6.2222,0,2,0
1059,1060,stimulus_1060,7.3333,6.0,3,2,1
1060,1061,stimulus_1061,7.6667,6.1111,3,2,1
1061,1062,stimulus_1062,7.0,5.4444,3,1,1
1070,1071,stimulus_1071,8.7778,4.8889,3,0,1
1073,1074,stimulus_1074,8.0,5.8889,3,2,1
1078,1079,stimulus_1079,1.8889,6.5556,0,3,0
1079,1080,stimulus_1080,7.8889,6.4444,3,3,1
1082,1083,stimulus_1083,7.0,6.6667,3,3,1
1083,1084,stimulus_1084,7.0,6.3333,3,2,1
1085,1086,stimulus_1086,8.0,7.0,3,3,1
1089,1090,stimulus_1090,2.3333,4.2222,0,0,0
1091,1092,stimulus_1092,7.3333,6.1111,3,2,1
1092,1093,stimulus_1093,7.6667,6.0,3,2,1
1094,1095,stimulus_1095,3.3333,5.8889,0,2,0
1095,1096,stimulus_1096,3.3333,6.0,0,2,0
1096,1097,stimulus_1097,7.5556,6.6667,3,3,1
1097,1098,stimulus_1098,6.8889,6.0,3,2,1
1100,1101,stimulus_1101,2.7778,5.3333,0,1,0
1101,1102,stimulus_1102,7.4444,6.8889,3,3,1
1102,1103,stimulus_1103,1.6667,6.3333,0,2,0
1104,1105,stimulus_1105,7.1111,6.2222,3,2,1
1106,1107,stimulus_1107,7.7778,7.4444,3,3,1
1108,1109,stimulus_1109,3.2222,6.7778,0,3,0
1109,1110,stimulus_1110,6.7778,6.6667,3,3,1
1110,1111,stimulus_1111,1.8889,6.2222,0,2,0
1111,1112,stimulus_1112,8.3333,7.0,3,3,1
1112,1113,stimulus_1113,8.4444,5.8889,3,2,1
1113,1114,stimulus_1114,2.7778,6.8889,0,3,0
1114,1115,stimulus_1115,3.0,6.8889,0,3,0
1116,1117,stimulus_1117,2.8889,3.8889,0,0,0
1117,1118,stimulus_1118,2.8889,4.8889,0,0,0
1118,1119,stimulus_1119,2.6667,6.2222,0,2,0
1119,1120,stimulus_1120,6.7778,6.6667,3,3,1
1121,1122,stimulus_1122,2.2222,5.3333,0,1,0
1122,1123,stimulus_1123,1.3333,4.0,0,0,0
1123,1124,stimulus_1124,7.4444,6.7778,3,3,1
1125,1126,stimulus_1126,1.5556,5.3333,0,1,0
1126,1127,stimulus_1127,8.3333,5.5556,3,1,1
1129,1130,stimulus_1130,6.7778,5.2222,3,1,1
1130,1131,stimulus_1131,7.2222,6.6667,3,3,1
1132,1133,stimulus_1133,7.6667,6.8889,3,3,1
1134,1135,stimulus_1135,3.5556,5.7778,0,1,0
1135,1136,stimulus_1136,2.8889,5.5556,0,1,0
1136,1137,stimulus_1137,2.3333,5.1111,0,0,0
1144,1145,stimulus_1145,7.0,6.4444,3,3,1
1145,1146,stimulus_1146,6.8889,6.3333,3,2,1
1150,1151,stimulus_1151,7.0,6.6667,3,3,1
1151,1152,stimulus_1152,7.1111,7.3333,3,3,1
1152,1153,stimulus_1153,7.0,6.8889,3,3,1
1153,1154,stimulus_1154,7.2222,5.4444,3,1,1
1156,1157,stimulus_1157,7.8889,4.2222,3,0,1
1157,1158,stimulus_1158,7.4444,5.7778,3,1,1
1158,1159,stimulus_1159,7.7778,6.7778,3,3,1
1159,1160,stimulus_1160,2.3333,7.3333,0,3,0
1162,1163,stimulus_1163,7.3333,7.4444,3,3,1
1163,1164,stimulus_1164,2.5556,4.1111,0,0,0
1164,1165,stimulus_1165,2.3333,6.4444,0,3,0
1167,1168,stimulus_1168,7.7778,7.4444,3,3,1
1169,1170,stimulus_1170,1.4444,4.3333,0,0,0
1171,1172,stimulus_1172,2.8889,6.7778,0,3,0
1172,1173,stimulus_1173,7.7778,7.4444,3,3,1
1173,1174,stimulus_1174,1.2222,5.7778,0,1,0
1174,1175,stimulus_1175,6.7778,7.0,3,3,1
1175,1176,stimulus_1176,3.4444,4.5556,0,0,0
1176,1177,stimulus_1177,2.7778,2.0,0,0,0
1178,1179,stimulus_1179,7.1111,6.8889,3,3,1
1179,1180,stimulus_1180,7.4444,5.7778,3,1,1
1180,1181,stimulus_1181,3.1111,6.1111,0,2,0
1181,1182,stimulus_1182,3.5556,3.4444,0,0,0
1182,1183,stimulus_1183,1.8889,5.8889,0,2,0
1183,1184,stimulus_1184,1.4444,4.7778,0,0,0
1184,1185,stimulus_1185,2.2222,5.4444,0,1,0
1186,1187,stimulus_1187,7.8889,6.0,3,2,1
1187,1188,stimulus_1188,7.5556,6.2222,3,2,1
1188,1189,stimulus_1189,1.7778,6.2222,0,2,0
1189,1190,stimulus_1190,2.1111,4.8889,0,0,0
1190,1191,stimulus_1191,6.7778,6.4444,3,3,1
1192,1193,stimulus_1193,7.5556,6.0,3,2,1
1193,1194,stimulus_1194,1.3333,6.0,0,2,0
1195,1196,stimulus_1196,3.0,5.6667,0,1,0
1198,1199,stimulus_1199,1.1111,6.3333,0,2,0
1201,1202,stimulus_1202,2.8889,5.6667,0,1,0
1202,1203,stimulus_1203,2.4444,5.4444,0,1,0
1203,1204,stimulus_1204,3.0,5.2222,0,1,0
1204,1205,stimulus_1205,7.2222,6.5556,3,3,1
1206,1207,stimulus_1207,8.2222,6.2222,3,2,1
1207,1208,stimulus_1208,2.6667,4.6667,0,0,0
1208,1209,stimulus_1209,7.4444,4.7778,3,0,1
1209,1210,stimulus_1210,7.0,6.0,3,2,1
1211,1212,stimulus_1212,2.7778,6.4444,0,3,0
1212,1213,stimulus_1213,7.3333,6.5556,3,3,1
1213,1214,stimulus_1214,2.8889,7.0,0,3,0
1215,1216,stimulus_1216,7.1111,4.8889,3,0,1
1216,1217,stimulus_1217,2.1111,6.1111,0,2,0
1220,1221,stimulus_1221,2.0,6.3333,0,2,0
1221,1222,stimulus_1222,2.2222,5.3333,0,1,0
1223,1224,stimulus_1224,2.2222,6.2222,0,2,0
1225,1226,stimulus_1226,2.2222,6.5556,0,3,0
1226,1227,stimulus_1227,3.1111,6.5556,0,3,0
1228,1229,stimulus_1229,3.4444,6.2222,0,2,0
1230,1231,stimulus_1231,3.4444,7.4444,0,3,0
1231,1232,stimulus_1232,8.3333,4.7778,3,0,1
1234,1235,stimulus_1235,3.0,7.4444,0,3,0
1235,1236,stimulus_1236,7.8889,5.7778,3,1,1
1236,1237,stimulus_1237,2.6667,7.3333,0,3,0
1239,1240,stimulus_1240,7.0,5.6667,3,1,1
1241,1242,stimulus_1242,7.2222,6.4444,3,3,1
1242,1243,stimulus_1243,7.0,7.0,3,3,1
1244,1245,stimulus_1245,7.6667,6.5556,3,3,1
1245,1246,stimulus_1246,8.1111,6.4444,3,3,1
1247,1248,stimulus_1248,8.1111,7.8889,3,3,1
1251,1252,stimulus_1252,6.7778,7.1111,3,3,1
1252,1253,stimulus_1253,7.0,6.8889,3,3,1
1254,1255,stimulus_1255,6.8889,6.3333,3,2,1
1258,1259,stimulus_1259,2.1111,5.7778,0,1,0
1259,1260,stimulus_1260,2.6667,6.7778,0,3,0
1262,1263,stimulus_1263,8.4444,6.3333,3,2,1
1266,1267,stimulus_1267,8.1111,5.4444,3,1,1
1267,1268,stimulus_1268,2.0,6.2222,0,2,0
1268,1269,stimulus_1269,7.8889,6.4444,3,3,1
1269,1270,stimulus_1270,7.8889,5.7778,3,1,1
1270,1271,stimulus_1271,1.1111,7.2222,0,3,0
1271,1272,stimulus_1272,7.8889,5.5556,3,1,1
1272,1273,stimulus_1273,7.2222,6.0,3,2,1
1274,1275,stimulus_1275,1.7778,3.7778,0,0,0
1275,1276,stimulus_1276,2.0,6.5556,0,3,0
1278,1279,stimulus_1279,2.0,5.7778,0,1,0
1281,1282,stimulus_1282,7.4444,5.8889,3,2,1
1282,1283,stimulus_1283,2.8889,6.1111,0,2,0
1285,1286,stimulus_1286,1.6667,5.4444,0,1,0
1288,1289,stimulus_1289,6.8889,5.2222,3,1,1
1289,1290,stimulus_1290,8.0,7.2222,3,3,1
1290,1291,stimulus_1291,7.0,6.3333,3,2,1
1291,1292,stimulus_1292,1.6667,5.7778,0,1,0
1293,1294,stimulus_1294,3.1111,6.1111,0,2,0
1294,1295,stimulus_1295,7.1111,5.3333,3,1,1
1297,1298,stimulus_1298,2.0,4.8889,0,0,0
1299,1300,stimulus_1300,8.0,4.5556,3,0,1
1301,1302,stimulus_1302,3.2222,2.8889,0,0,0
1302,1303,stimulus_1303,1.7778,4.2222,0,0,0
1303,1304,stimulus_1304,3.5556,4.8889,0,0,0
1307,1308,stimulus_1308,6.7778,6.4444,3,3,1
1308,1309,stimulus_1309,2.0,3.5556,0,0,0
1309,1310,stimulus_1310,1.7778,6.3333,0,2,0
1310,1311,stimulus_1311,7.7778,6.4444,3,3,1
1311,1312,stimulus_1312,6.7778,5.6667,3,1,1
1312,1313,stimulus_1313,2.6667,6.8889,0,3,0
1317,1318,stimulus_1318,2.7778,7.0,0,3,0
1322,1323,stimulus_1323,2.0,6.7778,0,3,0
1325,1326,stimulus_1326,7.0,7.3333,3,3,1
1326,1327,stimulus_1327,7.0,5.2222,3,1,1
1327,1328,stimulus_1328,6.7778,6.3333,3,2,1
1332,1333,stimulus_1333,7.4444,6.3333,3,2,1
1336,1337,stimulus_1337,7.6667,6.7778,3,3,1
1338,1339,stimulus_1339,1.0,5.4444,0,1,0
1348,1349,stimulus_1349,7.6667,6.6667,3,3,1
1349,1350,stimulus_1350,3.3333,4.4444,0,0,0
1350,1351,stimulus_1351,2.7778,3.7778,0,0,0
1352,1353,stimulus_1353,8.2222,6.3333,3,2,1
1353,1354,stimulus_1354,6.8889,6.1111,3,2,1
1354,1355,stimulus_1355,2.5556,2.7778,0,0,0
1356,1357,stimulus_1357,6.8889,5.0,3,0,1
1359,1360,stimulus_1360,7.4444,4.5556,3,0,1
1360,1361,stimulus_1361,3.3333,6.6667,0,3,0
1361,1362,stimulus_1362,1.7778,6.8889,0,3,0
1362,1363,stimulus_1363,7.4444,5.4444,3,1,1
1364,1365,stimulus_1365,6.8889,7.0,3,3,1
1366,1367,stimulus_1367,7.0,6.0,3,2,1
1367,1368,stimulus_1368,7.2222,4.5556,3,0,1
1369,1370,stimulus_1370,7.7778,7.0,3,3,1
1371,1372,stimulus_1372,6.7778,3.2222,3,0,1
1372,1373,stimulus_1373,2.1111,7.0,0,3,0
1374,1375,stimulus_1375,2.4444,7.5556,0,3,0
1376,1377,stimulus_1377,7.5556,7.6667,3,3,1
1377,1378,stimulus_1378,7.8889,5.0,3,0,1
1378,1379,stimulus_1379,7.7778,4.7778,3,0,1
1379,1380,stimulus_1380,7.2222,5.2222,3,1,1
1380,1381,stimulus_1381,7.4444,5.6667,3,1,1
1382,1383,stimulus_1383,7.3333,5.5556,3,1,1
1386,1387,stimulus_1387,7.0,6.6667,3,3,1
1393,1394,stimulus_1394,7.2222,7.5556,3,3,1
1398,1399,stimulus_1399,6.7778,6.7778,3,3,1
1402,1403,stimulus_1403,3.4444,4.4444,0,0,0
1404,1405,stimulus_1405,8.1111,6.0,3,2,1
1405,1406,stimulus_1406,1.3333,6.5556,0,3,0
1406,1407,stimulus_1407,7.3333,4.6667,3,0,1
1407,1408,stimulus_1408,7.5556,5.1111,3,0,1
1408,1409,stimulus_1409,7.2222,5.1111,3,0,1
1409,1410,stimulus_1410,7.5556,6.4444,3,3,1
1410,1411,stimulus_1411,7.2222,6.1111,3,2,1
1413,1414,stimulus_1414,2.0,5.4444,0,1,0
1414,1415,stimulus_1415,6.8889,5.4444,3,1,1
1415,1416,stimulus_1416,8.1111,6.2222,3,2,1
1416,1417,stimulus_1417,8.0,5.0,3,0,1
1417,1418,stimulus_1418,8.2222,4.5556,3,0,1
1418,1419,stimulus_1419,2.5556,6.0,0,2,0
1420,1421,stimulus_1421,7.7778,5.7778,3,1,1
1421,1422,stimulus_1422,3.2222,6.6667,0,3,0
1422,1423,stimulus_1423,1.1111,5.0,0,0,0
1424,1425,stimulus_1425,2.8889,3.7778,0,0,0
1426,1427,stimulus_1427,7.3333,4.6667,3,0,1
1428,1429,stimulus_1429,8.1111,5.3333,3,1,1
1433,1434,stimulus_1434,2.2222,6.3333,0,2,0
1435,1436,stimulus_1436,7.0,6.5556,3,3,1
1438,1439,stimulus_1439,7.7778,7.3333,3,3,1
1440,1441,stimulus_1441,1.6667,6.2222,0,2,0
1441,1442,stimulus_1442,1.8889,6.6667,0,3,0
1442,1443,stimulus_1443,3.2222,6.0,0,2,0
1443,1444,stimulus_1444,7.6667,5.1111,3,0,1
1444,1445,stimulus_1445,6.7778,6.6667,3,3,1
1446,1447,stimulus_1447,6.7778,6.7778,3,3,1
1448,1449,stimulus_1449,6.7778,5.6667,3,1,1
1449,1450,stimulus_1450,3.4444,6.3333,0,2,0
1451,1452,stimulus_1452,7.5556,5.7778,3,1,1
1452,1453,stimulus_1453,7.4444,6.1111,3,2,1
1456,1457,stimulus_1457,3.2222,5.0,0,0,0
1459,1460,stimulus_1460,6.7778,6.2222,3,2,1
1462,1463,stimulus_1463,7.1111,6.4444,3,3,1
1463,1464,stimulus_1464,1.3333,5.6667,0,1,0
1465,1466,stimulus_1466,3.1111,4.7778,0,0,0
1470,1471,stimulus_1471,2.1111,4.8889,0,0,0
1472,1473,stimulus_1473,3.0,5.0,0,0,0
1474,1475,stimulus_1475,1.6667,4.6667,0,0,0
1477,1478,stimulus_1478,1.8889,6.3333,0,2,0
1480,1481,stimulus_1481,7.5556,5.5556,3,1,1
1482,1483,stimulus_1483,7.1111,5.1111,3,0,1
1484,1485,stimulus_1485,2.7778,5.4444,0,1,0
1486,1487,stimulus_1487,2.0,6.7778,0,3,0
1487,1488,stimulus_1488,6.7778,4.4444,3,0,1
1488,1489,stimulus_1489,7.7778,4.6667,3,0,1
1491,1492,stimulus_1492,3.4444,6.8889,0,3,0
1492,1493,stimulus_1493,6.7778,4.7778,3,0,1
1493,1494,stimulus_1494,7.2222,4.7778,3,0,1
1494,1495,stimulus_1495,7.3333,6.4444,3,3,1
1496,1497,stimulus_1497,7.0,6.3333,3,2,1
1497,1498,stimulus_1498,7.4444,5.2222,3,1,1
1499,1500,stimulus_1500,7.4444,6.0,3,2,1
1500,1501,stimulus_1501,8.1111,7.3333,3,3,1
1501,1502,stimulus_1502,7.2222,7.1111,3,3,1
1502,1503,stimulus_1503,8.0,6.8889,3,3,1
1504,1505,stimulus_1505,8.1111,5.7778,3,1,1
1506,1507,stimulus_1507,3.2222,4.7778,0,0,0
1507,1508,stimulus_1508,7.2222,4.7778,3,0,1
1508,1509,stimulus_1509,7.1111,6.3333,3,2,1
1509,1510,stimulus_1510,7.4444,6.1111,3,2,1
1510,1511,stimulus_1511,2.4444,6.8889,0,3,0
1511,1512,stimulus_1512,7.6667,5.3333,3,1,1
1513,1514,stimulus_1514,3.0,5.8889,0,2,0
1515,1516,stimulus_1516,7.0,6.5556,3,3,1
1517,1518,stimulus_1518,3.5556,6.2222,0,2,0
1518,1519,stimulus_1519,2.5556,4.7778,0,0,0
1519,1520,stimulus_1520,6.8889,6.1111,3,2,1
1523,1524,stimulus_1524,7.5556,5.7778,3,1,1
1531,1532,stimulus_1532,2.5556,3.3333,0,0,0
1538,1539,stimulus_1539,7.6667,7.6667,3,3,1
1539,1540,stimulus_1540,7.6667,5.5556,3,1,1
1540,1541,stimulus_1541,1.4444,4.5556,0,0,0
1546,1547,stimulus_1547,7.1111,5.2222,3,1,1
1547,1548,stimulus_1548,6.7778,5.5556,3,1,1
1549,1550,stimulus_1550,2.5556,6.0,0,2,0
1555,1556,stimulus_1556,1.1111,5.3333,0,1,0
1557,1558,stimulus_1558,7.4444,6.3333,3,2,1
1561,1562,stimulus_1562,1.0,6.4444,0,3,0
1563,1564,stimulus_1564,7.3333,6.5556,3,3,1
1564,1565,stimulus_1565,2.6667,4.1111,0,0,0
1567,1568,stimulus_1568,6.8889,6.4444,3,3,1
1568,1569,stimulus_1569,8.5556,6.6667,3,3,1
1569,1570,stimulus_1570,6.7778,7.4444,3,3,1
1570,1571,stimulus_1571,6.8889,6.8889,3,3,1
1571,1572,stimulus_1572,8.8889,6.2222,3,2,1
1575,1576,stimulus_1576,3.3333,7.1111,0,3,0
1581,1582,stimulus_1582,6.7778,7.0,3,3,1
1583,1584,stimulus_1584,7.7778,7.3333,3,3,1
1584,1585,stimulus_1585,3.2222,5.4444,0,1,0
1586,1587,stimulus_1587,2.2222,5.3333,0,1,0
1588,1589,stimulus_1589,3.2222,5.6667,0,1,0
1589,1590,stimulus_1590,2.3333,6.5556,0,3,0
1590,1591,stimulus_1591,2.1111,3.3333,0,0,0
1591,1592,stimulus_1592,7.3333,5.1111,3,0,1
1593,1594,stimulus_1594,7.2222,6.4444,3,3,1
1595,1596,stimulus_1596,2.4444,5.6667,0,1,0
1597,1598,stimulus_1598,1.7778,7.0,0,3,0
1600,1601,stimulus_1601,2.7778,6.2222,0,2,0
1602,1603,stimulus_1603,7.3333,5.6667,3,1,1
1604,1605,stimulus_1605,2.8889,5.4444,0,1,0
1607,1608,stimulus_1608,8.0,6.5556,3,3,1
1610,1611,stimulus_1611,3.5556,5.0,0,0,0
1612,1613,stimulus_1613,3.1111,5.5556,0,1,0
1615,1616,stimulus_1616,6.8889,6.1111,3,2,1
1619,1620,stimulus_1620,6.7778,4.6667,3,0,1
1626,1627,stimulus_1627,3.2222,5.2222,0,1,0
1627,1628,stimulus_1628,7.2222,5.6667,3,1,1
1628,1629,stimulus_1629,2.8889,6.3333,0,2,0
1629,1630,stimulus_1630,1.8889,5.0,0,0,0
1631,1632,stimulus_1632,1.7778,6.1111,0,2,0
1635,1636,stimulus_1636,7.2222,6.2222,3,2,1
1636,1637,stimulus_1637,6.7778,7.7778,3,3,1
1637,1638,stimulus_1638,7.3333,6.3333,3,2,1
1638,1639,stimulus_1639,7.2222,6.3333,3,2,1
1639,1640,stimulus_1640,7.3333,6.6667,3,3,1
1642,1643,stimulus_1643,7.0,7.3333,3,3,1
1649,1650,stimulus_1650,2.2222,7.3333,0,3,0
1650,1651,stimulus_1651,6.8889,4.3333,3,0,1
1653,1654,stimulus_1654,2.3333,6.3333,0,2,0
1654,1655,stimulus_1655,1.0,5.8889,0,2,0
1655,1656,stimulus_1656,7.6667,5.7778,3,1,1
1656,1657,stimulus_1657,1.8889,5.4444,0,1,0
1657,1658,stimulus_1658,7.4444,5.4444,3,1,1
1659,1660,stimulus_1660,7.3333,5.7778,3,1,1
1660,1661,stimulus_1661,6.7778,6.0,3,2,1
1665,1666,stimulus_1666,6.8889,6.1111,3,2,1
1666,1667,stimulus_1667,7.8889,5.7778,3,1,1
1670,1671,stimulus_1671,6.8889,6.7778,3,3,1
1674,1675,stimulus_1675,2.7778,3.8889,0,0,0
1676,1677,stimulus_1677,8.1111,6.5556,3,3,1
1677,1678,stimulus_1678,7.7778,6.4444,3,3,1
1679,1680,stimulus_1680,8.5556,6.3333,3,2,1
1684,1685,stimulus_1685,1.2222,5.4444,0,1,0
1689,1690,stimulus_1690,3.5556,5.6667,0,1,0
1690,1691,stimulus_1691,2.3333,4.7778,0,0,0
1692,1693,stimulus_1693,6.8889,6.6667,3,3,1
1696,1697,stimulus_1697,7.0,6.6667,3,3,1
1698,1699,stimulus_1699,7.2222,6.1111,3,2,1
1700,1701,stimulus_1701,2.2222,5.8889,0,2,0
1702,1703,stimulus_1703,1.5556,5.7778,0,1,0
1704,1705,stimulus_1705,1.8889,5.1111,0,0,0
1705,1706,stimulus_1706,2.1111,5.4444,0,1,0
1707,1708,stimulus_1708,8.7778,5.8889,3,2,1
1710,1711,stimulus_1711,8.0,6.1111,3,2,1
1711,1712,stimulus_1712,8.1111,6.4444,3,3,1
1713,1714,stimulus_1714,7.1111,7.1111,3,3,1
1714,1715,stimulus_1715,9.0,6.1111,3,2,1
1715,1716,stimulus_1716,8.5556,5.1111,3,0,1
1716,1717,stimulus_1717,7.6667,7.5556,3,3,1
1717,1718,stimulus_1718,7.0,7.6667,3,3,1
1720,1721,stimulus_1721,7.4444,6.6667,3,3,1
1722,1723,stimulus_1723,7.3333,6.1111,3,2,1
1724,1725,stimulus_1725,3.5556,5.7778,0,1,0
1725,1726,stimulus_1726,2.3333,6.4444,0,3,0
1731,1732,stimulus_1732,3.4444,6.6667,0,3,0
1734,1735,stimulus_1735,7.0,6.1111,3,2,1
1738,1739,stimulus_1739,2.7778,5.8889,0,2,0
1739,1740,stimulus_1740,7.3333,6.0,3,2,1
1743,1744,stimulus_1744,3.2222,6.1111,0,2,0
1744,1745,stimulus_1745,8.3333,6.3333,3,2,1
1745,1746,stimulus_1746,7.5556,6.0,3,2,1
1748,1749,stimulus_1749,8.6667,5.6667,3,1,1
1751,1752,stimulus_1752,3.5556,5.8889,0,2,0
1752,1753,stimulus_1753,6.8889,7.3333,3,3,1
1753,1754,stimulus_1754,7.7778,7.3333,3,3,1
1754,1755,stimulus_1755,2.3333,5.8889,0,2,0
1755,1756,stimulus_1756,7.6667,6.4444,3,3,1
1757,1758,stimulus_1758,7.1111,7.1111,3,3,1
1760,1761,stimulus_1761,7.5556,6.3333,3,2,1
1764,1765,stimulus_1765,2.7778,5.2222,0,1,0
1767,1768,stimulus_1768,3.2222,5.0,0,0,0
1768,1769,stimulus_1769,6.7778,6.7778,3,3,1
1770,1771,stimulus_1771,3.1111,4.6667,0,0,0
1772,1773,stimulus_1773,7.2222,5.1111,3,0,1
1776,1777,stimulus_1777,6.8889,7.1111,3,3,1
1777,1778,stimulus_1778,7.3333,6.5556,3,3,1
1780,1781,stimulus_1781,7.0,6.2222,3,2,1
1782,1783,stimulus_1783,7.3333,6.7778,3,3,1
1785,1786,stimulus_1786,2.1111,5.3333,0,1,0
1788,1789,stimulus_1789,7.5556,6.4444,3,3,1
1789,1790,stimulus_1790,2.5556,3.4444,0,0,0
1791,1792,stimulus_1792,2.0,4.5556,0,0,0
1792,1793,stimulus_1793,3.0,4.6667,0,0,0
1794,1795,stimulus_1795,2.8889,6.5556,0,3,0
1802,1803,stimulus_1803,7.8889,6.0,3,2,1
1803,1804,stimulus_1804,7.4444,5.1111,3,0,1
1804,1805,stimulus_1805,6.8889,6.4444,3,3,1
1805,1806,stimulus_1806,7.5556,5.1111,3,0,1
1806,1807,stimulus_1807,7.5556,7.3333,3,3,1
1807,1808,stimulus_1808,7.1111,4.8889,3,0,1
1809,1810,stimulus_1810,7.8889,5.1111,3,0,1
1812,1813,stimulus_1813,1.2222,5.4444,0,1,0
1813,1814,stimulus_1814,7.6667,5.3333,3,1,1
1814,1815,stimulus_1815,6.8889,4.7778,3,0,1
1815,1816,stimulus_1816,3.4444,5.6667,0,1,0
1818,1819,stimulus_1819,1.8889,6.5556,0,3,0
1819,1820,stimulus_1820,7.4444,4.8889,3,0,1
1821,1822,stimulus_1822,2.7778,4.2222,0,0,0
1824,1825,stimulus_1825,7.6667,3.6667,3,0,1
1825,1826,stimulus_1826,7.8889,7.6667,3,3,1
1827,1828,stimulus_1828,2.0,5.5556,0,1,0
1829,1830,stimulus_1830,2.0,6.4444,0,3,0
1831,1832,stimulus_1832,2.6667,6.5556,0,3,0
1832,1833,stimulus_1833,7.1111,7.3333,3,3,1
1833,1834,stimulus_1834,7.1111,6.7778,3,3,1
1835,1836,stimulus_1836,7.7778,6.6667,3,3,1
1836,1837,stimulus_1837,3.3333,6.2222,0,2,0
1838,1839,stimulus_1839,7.3333,7.2222,3,3,1
1841,1842,stimulus_1842,6.7778,6.2222,3,2,1
1842,1843,stimulus_1843,2.5556,6.2222,0,2,0
1843,1844,stimulus_1844,2.6667,5.2222,0,1,0
1844,1845,stimulus_1845,3.5556,5.4444,0,1,0
1849,1850,stimulus_1850,7.0,4.3333,3,0,1
1850,1851,stimulus_1851,7.3333,5.3333,3,1,1
1851,1852,stimulus_1852,8.3333,6.5556,3,3,1
1852,1853,stimulus_1853,2.8889,5.3333,0,1,0
1853,1854,stimulus_1854,7.4444,5.6667,3,1,1
1854,1855,stimulus_1855,8.6667,5.5556,3,1,1
1857,1858,stimulus_1858,3.4444,7.0,0,3,0
1865,1866,stimulus_1866,2.6667,5.6667,0,1,0
1867,1868,stimulus_1868,1.5556,6.4444,0,3,0
1868,1869,stimulus_1869,6.7778,6.0,3,2,1
1869,1870,stimulus_1870,1.7778,6.7778,0,3,0
1870,1871,stimulus_1871,3.0,5.3333,0,1,0
1881,1882,stimulus_1882,6.7778,5.8889,3,2,1
1884,1885,stimulus_1885,1.8889,5.0,0,0,0
1886,1887,stimulus_1887,3.2222,6.8889,0,3,0
1888,1889,stimulus_1889,7.3333,7.1111,3,3,1
1890,1891,stimulus_1891,6.8889,7.0,3,3,1
1892,1893,stimulus_1893,7.3333,6.5556,3,3,1
1899,1900,stimulus_1900,7.5556,5.5556,3,1,1
1900,1901,stimulus_1901,2.3333,6.1111,0,2,0
1902,1903,stimulus_1903,2.0,4.0,0,0,0
1903,1904,stimulus_1904,7.0,5.4444,3,1,1
1905,1906,stimulus_1906,2.4444,6.1111,0,2,0
1906,1907,stimulus_1907,2.3333,5.5556,0,1,0
1908,1909,stimulus_1909,7.1111,7.5556,3,3,1
1910,1911,stimulus_1911,7.1111,6.1111,3,2,1
1915,1916,stimulus_1916,3.2222,6.2222,0,2,0
1917,1918,stimulus_1918,7.0,7.0,3,3,1
1921,1922,stimulus_1922,1.2222,5.1111,0,0,0
1922,1923,stimulus_1923,2.6667,4.4444,0,0,0
1923,1924,stimulus_1924,7.4444,5.2222,3,1,1
